#{"t_start": 1779068000.972277, "env_id": "None"}
r,l,t
-0.981835,13,32.532903
-0.430587,17,32.614475
-0.125022,11,32.669065
0.007743,2,32.680532
-0.370862,7,32.713662
0.013223,3,32.729441
0.142288,4,32.749847
0.085636,12,32.810709
-0.000526,2,32.820702
0.099881,8,32.860345
-0.354877,4,32.880565
-0.299295,6,32.912395
-0.227759,11,32.967296
0.017903,3,32.982579
-0.469009,5,33.007515
-0.495725,4,33.028417
-0.293603,5,33.05223
0.098288,2,33.062329
-0.88415,29,33.203292
0.213342,8,33.244053
0.01503,3,33.259282
-0.002944,9,33.307012
0.006896,2,33.317704
-0.588198,7,33.353497
-0.325897,6,33.383731
-0.01,1,33.390558
0.152596,13,33.454168
0.098201,4,33.475635
0.025381,4,33.496858
0.032199,4,33.51727
-0.01,1,33.522672
-0.296274,30,33.67139
-0.813234,10,33.718872
-0.684214,13,33.780128
0.020058,3,33.796463
0.000216,4,33.817726
0.022433,12,33.876689
-0.599031,2,33.887902
-0.01,1,33.894689
0.082886,3,33.912688
-0.478076,8,33.952195
0.139732,3,33.967048
0.290112,20,34.06652
-0.360934,7,34.103264
-0.829449,11,34.153522
-0.546936,10,34.201143
-0.53415,28,34.335128
0.04656,2,34.348214
-0.018452,31,34.507242
-0.01,1,34.512889
-0.823168,31,34.665178
0.043538,4,34.68758
-0.230883,10,34.735791
-0.554306,5,34.759408
-0.47633,11,34.814001
-0.455621,7,34.850921
-0.01,1,34.856519
-0.034652,7,34.891846
-0.159062,4,34.912587
0.079792,3,34.932333
0.332976,11,34.991366
0.049938,3,35.008481
-0.01,1,35.014377
-0.01,1,35.024008
-0.004377,3,35.0395
0.235605,13,35.104337
-0.478476,5,35.129723
0.033155,4,35.15221
0.013323,2,35.162421
-0.01,1,35.169146
-0.726009,13,35.230582
-0.331327,23,35.347339
-0.359525,5,35.371918
-0.310765,15,35.44558
-0.485507,11,35.497344
0.015167,3,35.514338
0.107568,2,35.525654
0.040665,3,35.541232
-0.602784,14,35.608049
-0.117986,8,35.64892
-0.365729,3,35.663791
0.06109,2,35.673902
0.221537,4,35.69425
-0.01,1,35.701278
-0.608781,34,35.877635
-0.264364,6,35.907666
0.287684,6,35.940587
-0.367841,7,35.976314
-0.539797,3,35.988946
0.110788,7,36.023555
0.060183,5,36.049292
-0.675876,8,36.087686
0.093166,4,36.108112
0.023562,3,36.123855
0.039432,2,36.13511
-0.384438,8,36.176248
0.083123,4,36.196951
0.050416,3,36.211098
-0.182824,6,36.240912
-0.460531,9,36.286274
-0.014185,4,36.306571
-0.534196,10,36.355717
-0.516568,5,36.379785
0.027971,4,36.401227
0.131539,4,36.421545
-0.683891,7,36.454791
-0.259694,11,36.507113
-0.270804,7,36.542899
0.179522,6,36.574939
-0.01,1,36.580279
0.00744,4,36.600246
-0.642199,7,36.635161
-0.731189,11,36.688355
-0.251664,10,36.736411
-0.238038,5,36.761774
-0.311951,12,36.821425
-0.17035,17,36.905234
-0.01,1,36.912121
0.109013,9,36.956258
0.087945,4,36.980009
-0.491279,28,37.114048
0.255088,21,37.216502
-0.012422,5,37.241517
0.097972,4,37.262838
-0.41973,10,37.314119
0.062441,14,37.387631
0.210271,10,37.4385
-0.286561,2,37.449047
-0.506493,9,37.49527
-0.022,3,37.509659
-0.664208,20,37.60588
-0.231303,20,37.706614
-0.241407,7,37.74168
-0.32866,10,37.792549
-0.01,1,37.79785
-0.497029,14,37.864477
0.014452,2,37.875571
-0.184008,6,37.905512
-0.109868,12,37.96575
-0.01,1,37.974207
0.10304,7,38.01043
0.167217,4,38.030942
-0.368525,3,38.04552
-0.030941,6,38.077442
-0.312071,4,38.09812
-0.314494,4,38.117386
0.004037,2,38.127327
0.314061,10,38.178703
-0.49763,28,38.312965
-0.222346,3,38.32695
-0.782469,4,38.345483
-0.195856,6,38.376949
0.060022,3,38.39264
0.301684,12,38.454002
-0.01,1,38.459438
-0.480519,9,38.507056
0.082164,5,38.533069
-0.0028,17,38.618968
0.232308,17,38.70172
-0.01,1,38.708596
-0.21162,16,38.787567
0.201899,7,38.823623
0.019987,2,38.83388
-0.43654,10,38.884208
-0.120111,16,38.966901
-0.01,1,38.972293
0.007907,2,38.983423
0.10348,5,39.0094
-0.438557,9,39.05494
-0.407981,5,39.078529
0.064597,4,39.098891
-0.136289,11,39.155276
0.069238,2,39.166527
0.046337,3,39.181138
0.037213,3,39.19654
0.048451,4,39.217924
0.001686,6,39.248542
-0.01,1,39.253971
-0.38796,5,39.277403
0.08262,3,39.294849
-0.008023,3,39.310528
-0.293273,5,39.336751
0.045843,4,39.357675
0.00482,2,39.370096
-0.214329,12,39.435285
0.219923,5,39.462071
0.092677,3,39.476882
-0.01,1,39.485873
-0.298833,3,39.500288
-0.666791,14,39.568969
-0.471755,4,39.587768
-0.01,1,39.594481
0.040845,3,39.610419
0.107041,2,39.620401
0.121526,4,39.641767
-0.01,1,39.649748
0.091229,3,39.664531
-0.016,2,39.676001
-0.523824,11,39.729766
-0.043744,15,39.804892
-0.01,1,39.811572
-0.058277,7,39.847099
-0.01,1,39.853855
-0.358186,16,39.932755
-0.01,1,39.938449
0.018149,2,39.950084
-0.620897,3,39.965506
-0.481791,3,39.982048
-0.371245,2,39.991019
0.005658,2,40.002502
0.121755,5,40.027696
0.023856,3,40.044939
0.186865,18,40.13491
0.060134,4,40.157209
-0.880076,20,40.250252
-0.01,1,40.259383
0.143769,6,40.288507
0.07808,4,40.308534
-0.385852,2,40.318712
0.063533,4,40.340314
-0.665966,9,40.384442
0.044141,9,40.427645
-0.315467,4,40.447044
-0.159636,12,40.507184
0.094642,8,40.547613
-0.016,2,40.559195
-0.31375,9,40.602447
0.083259,5,40.628302
0.220664,11,40.684117
-0.01,1,40.68948
-0.000561,6,40.720075
0.188543,7,40.755408
-0.01,1,40.762169
-0.01,1,40.768498
-0.209557,33,40.92695
-0.01,1,40.934109
-0.420465,26,41.062271
-0.37841,14,41.128861
-0.108156,7,41.163
-0.01,1,41.169891
-0.506712,6,41.200004
-0.01,1,41.205364
-0.000278,3,41.221113
-0.01,1,41.227992
-0.01,1,41.233477
0.059968,5,41.259746
-0.01,1,41.2651
-0.472154,5,41.291366
0.202531,5,41.3157
-0.453523,7,41.350239
-0.468659,6,41.382177
-0.599346,16,41.464999
0.156068,6,41.495487
-0.401984,3,41.51063
0.013674,5,41.535329
0.043191,2,41.548157
0.086404,2,41.558373
-0.01,1,41.564076
-0.01,1,41.57082
-0.01,1,41.577818
-0.300666,5,41.603545
0.005338,2,41.614756
-0.016,2,41.624535
-0.01,1,41.631446
0.036601,3,41.647774
0.228396,17,41.732446
-0.464772,20,41.829025
-0.01,1,41.83727
0.054739,2,41.847388
-0.795744,10,41.895458
0.096802,5,41.920979
-0.07871,6,41.951576
0.045318,2,41.963031
0.150866,9,42.007712
-0.01,1,42.013079
-0.424362,19,42.105707
-0.01,1,42.111256
-0.378231,5,42.136744
-0.01,1,42.142123
0.036431,2,42.153584
0.110338,4,42.173611
-0.305838,7,42.208626
-0.668003,9,42.248869
-0.645525,11,42.302129
-0.317427,7,42.336762
-0.01,1,42.342186
0.093042,4,42.361765
-0.53286,15,42.434
-0.169483,8,42.47205
0.004502,2,42.48219
-0.01,1,42.488731
-0.391462,11,42.542943
-0.071983,17,42.626489
0.013139,4,42.646837
-0.536556,2,42.655969
-0.01,1,42.662822
-0.190702,15,42.735276
-0.491638,7,42.769285
-0.123484,9,42.812417
0.068661,22,42.925231
0.108397,6,42.954887
-0.196388,3,42.969512
-0.616743,3,42.983402
0.06231,2,42.994826
0.194687,9,43.039507
-0.415103,10,43.086902
0.047794,4,43.107941
-0.787466,25,43.22834
-0.322356,4,43.247758
-0.141655,6,43.276748
-0.837293,10,43.322761
0.011689,2,43.336556
-0.01,1,43.341954
-0.052464,9,43.387405
-0.307755,11,43.442156
-0.452246,27,43.573254
-0.289988,10,43.621262
0.237628,8,43.662831
0.297672,9,43.705886
0.159537,4,43.7278
0.005709,2,43.739122
-0.247622,10,43.786977
0.070221,5,43.812827
0.198932,8,43.855065
-0.825666,14,43.922992
-0.199495,14,43.993475
-0.01,1,43.999035
-0.204171,9,44.043455
0.106672,7,44.079005
-0.01,1,44.084357
-0.01,1,44.090438
-0.211377,5,44.116989
-0.523513,3,44.130718
0.035766,3,44.14644
-0.20826,13,44.208741
-0.177683,7,44.244514
0.084832,5,44.271096
-0.01,1,44.277673
0.066968,3,44.292377
-0.416881,10,44.343004
-0.403593,7,44.378705
-0.01,1,44.384222
-0.01,1,44.389545
0.080228,19,44.490283
0.24155,10,44.539158
0.021474,3,44.555133
-1.034479,38,44.73642
-0.286133,9,44.781526
-0.275759,12,44.838934
0.133806,25,44.9688
-0.470468,8,45.01127
-0.512715,35,45.186989
-0.240801,7,45.221473
-0.222967,28,45.355789
-0.8477,16,45.432716
-0.01,1,45.439763
-0.614796,21,45.542226
-0.475857,15,45.615707
-0.454319,2,45.624698
-0.655508,10,45.673967
-0.44979,4,45.694589
-0.01,1,45.700081
0.031962,2,45.711056
-0.01,1,45.71795
-0.040868,15,45.795742
-0.448991,17,45.884511
-0.370105,14,45.955988
-0.01,1,45.965273
-0.211327,18,46.056177
0.117802,8,46.095532
-0.322054,31,46.247872
-0.457439,12,46.307693
-0.664676,14,46.373563
-0.190602,9,46.418647
-0.11675,8,46.457413
-0.220469,11,46.510139
-0.245574,9,46.555815
0.111854,4,46.576354
-0.01,1,46.58168
-0.896824,21,46.68376
-0.381142,15,46.756881
-0.274985,11,46.809974
0.034088,2,46.820883
-0.661327,28,46.959491
0.133839,4,46.980386
-0.683362,10,47.029477
-0.019,3,47.044013
0.052849,7,47.080612
0.29082,15,47.157599
-0.272635,18,47.245929
-0.37328,23,47.358612
-0.717012,19,47.457185
-0.01,1,47.462497
0.072719,5,47.487887
0.007854,23,47.602357
-0.218026,7,47.638397
-0.188154,15,47.713054
0.060788,2,47.723186
-0.385207,4,47.742758
-0.000606,2,47.756751
-0.768943,48,47.992885
0.03144,4,48.013384
-0.457116,11,48.064977
-0.357661,28,48.202317
-0.09355,5,48.227292
-0.417102,13,48.292003
-0.900119,22,48.395949
0.039994,2,48.408867
0.049309,5,48.434706
-0.01,1,48.440271
-0.187185,10,48.490824
0.036799,2,48.502295
0.127028,3,48.518178
-0.32154,14,48.586851
0.113003,6,48.617239
0.091582,15,48.692519
-0.005456,3,48.708404
-0.01,1,48.713917
-0.266807,9,48.759199
-0.276984,8,48.801263
-0.01,1,48.806941
0.047114,2,48.818567
-0.58913,24,48.940078
-0.771629,32,49.093427
-0.250102,11,49.147865
-0.416779,26,49.276657
-0.402553,19,49.368902
-0.320063,22,49.485112
0.042985,2,49.49733
-0.476722,12,49.559201
0.000848,2,49.569766
0.057976,4,49.592616
-0.664546,18,49.680026
0.379772,9,49.725142
0.232709,26,49.85425
-0.150521,9,49.900347
-0.01,1,49.906014
-0.242265,12,49.96665
-0.307832,9,50.010128
-0.532948,56,50.285675
-0.358777,5,50.311014
-0.229039,12,50.371549
-0.635633,25,50.492452
-0.332802,3,50.509197
-0.366198,8,50.549528
0.332932,11,50.602812
-0.01,1,50.609507
-0.305099,4,50.63037
-0.01,1,50.635772
-0.00012,2,50.647378
0.246947,16,50.727271
0.295208,6,50.761069
-0.01,1,50.76637
0.118252,4,50.786746
0.136624,5,50.811875
0.006479,3,50.82925
0.091482,3,50.845326
-0.01,1,50.850729
-0.482367,21,50.950918
-0.225817,7,50.989636
-0.055021,9,51.032381
0.131984,5,51.058358
-0.326064,16,51.135724
0.129035,5,51.163118
0.215378,13,51.226056
0.050609,34,51.391503
-0.044143,15,51.467152
-0.184961,20,51.568759
0.101904,3,51.58565
-0.375243,11,51.636911
-0.87835,36,51.812502
0.29637,7,51.848789
0.040224,2,51.858811
-0.367181,5,51.883315
-0.499219,6,51.913259
-0.173977,13,51.977562
0.092695,3,51.994559
0.346111,6,52.023926
-0.255098,4,52.042856
0.309358,4,52.064671
-0.340291,5,52.091335
-0.32042,8,52.129767
-0.01,1,52.13531
-0.233033,8,52.178232
-0.002363,3,52.195991
-0.798453,29,52.340311
-0.46625,4,52.360736
-0.664672,16,52.440041
-0.633064,25,52.559268
-0.493813,4,52.578744
0.020813,2,52.59101
0.035801,3,52.607223
-0.225368,16,52.68504
0.071296,9,52.73129
-0.656706,17,52.812515
0.040937,2,52.823731
-0.371479,14,52.891082
-0.541286,28,53.028461
-0.321479,4,53.047474
-0.180887,16,53.127478
-0.01,1,53.133092
0.031585,3,53.149229
-0.118927,15,53.222989
0.338887,7,53.258213
0.178143,12,53.317242
0.15637,6,53.349015
-0.44666,4,53.368352
-0.272216,7,53.404968
-0.201293,11,53.461883
-0.185305,12,53.524299
-0.58437,12,53.581687
-0.230854,11,53.637167
0.026327,2,53.64846
0.018825,2,53.663139
-0.370976,4,53.706642
-0.384136,6,53.749053
-0.01,1,53.754566
0.107347,5,53.778835
0.014312,2,53.790216
-0.616718,12,53.850045
0.173001,7,53.884166
0.045935,2,53.895942
0.038369,4,53.916414
0.069919,4,53.939857
-0.422833,5,53.964082
-0.357677,7,53.998412
0.218696,8,54.039307
-0.297526,6,54.069172
0.067663,4,54.089518
-0.0762,15,54.164194
0.012363,3,54.179618
0.115228,8,54.220938
0.408694,4,54.242333
0.198716,6,54.272588
0.174071,4,54.294169
-0.51058,13,54.359589
-0.133463,8,54.400231
0.310654,6,54.430456
0.153257,6,54.463397
0.076331,13,54.530021
0.021101,2,54.541723
-0.161553,25,54.667711
-0.01,1,54.673205
0.183666,9,54.719697
0.019591,7,54.756874
-0.343623,9,54.80038
-0.01,1,54.805779
-0.251312,4,54.826486
-0.42753,17,54.912461
-0.615667,17,55.007169
-0.709068,38,55.199372
-0.027676,19,55.295846
-0.01,1,55.301501
-0.164327,16,55.381856
-0.314703,14,55.452666
-0.074542,30,55.609762
-0.403922,9,55.65554
0.026732,3,55.671446
-0.424079,12,55.728204
-0.315131,5,55.75458
-0.403617,17,55.84778
0.131205,6,55.881018
-0.01,1,55.88824
-0.436486,17,55.973684
-0.225213,20,56.073858
-0.01,1,56.079534
0.063605,2,56.092366
-0.277725,16,56.17129
-0.01,1,56.176744
-0.416399,7,56.212025
0.269263,13,56.275438
-0.209338,10,56.324559
0.008478,4,56.345193
0.054542,2,56.356488
0.067253,4,56.376962
0.126839,6,56.409647
0.000332,12,56.467578
-0.01,1,56.474187
0.286891,11,56.527717
-0.064337,51,56.783038
-0.377011,4,56.804581
-1.238627,67,57.127562
0.128083,3,57.143409
-0.357127,36,57.323014
0.046304,8,57.363036
0.035767,3,57.377841
0.207503,6,57.409261
-0.01,1,57.417089
0.14527,8,57.456931
-0.171037,5,57.48154
0.177806,9,57.530308
0.169639,10,57.582094
0.059123,3,57.598752
0.235639,11,57.654056
0.078914,2,57.663975
0.108918,4,57.685819
0.178573,9,57.731133
-0.274839,24,57.852968
0.069828,2,57.86465
-0.215938,8,57.904969
-0.016,2,57.915037
-0.392091,38,58.102461
0.022381,5,58.127681
0.065866,4,58.150906
-0.372822,32,58.30495
-0.898595,15,58.376877
0.060452,10,58.425885
-0.673869,18,58.513306
-0.349275,7,58.547944
0.00777,2,58.558986
-0.01,1,58.564374
-0.46269,7,58.599887
-0.63825,26,58.723579
-0.01,1,58.728982
-0.064876,10,58.777801
-0.356063,3,58.794502
0.111631,5,58.82013
-0.449031,4,58.838512
0.105194,3,58.854242
0.099912,5,58.882246
-0.305846,12,58.942831
0.080168,4,58.964517
0.337918,20,59.064643
0.314337,9,59.112787
0.014659,4,59.132677
0.020551,5,59.158377
-0.01,1,59.163945
0.036212,5,59.19189
0.215487,2,59.203269
-0.276538,16,59.28207
0.074502,4,59.302406
0.092088,5,59.328258
-0.444128,16,59.406768
-0.36883,14,59.47711
0.199838,9,59.525201
0.043968,4,59.548502
-0.629062,31,59.699886
-0.377949,22,59.805936
-0.428269,2,59.816108
-0.256098,25,59.941157
0.22565,5,59.966327
-0.01,1,59.971775
0.130353,5,59.999526
-0.251833,5,60.03772
-0.326413,4,60.067849
-0.593028,48,60.299577
-6e-05,16,60.377129
-0.506879,10,60.427908
-0.142426,4,60.447455
-0.604999,23,60.55674
-0.200334,8,60.595543
0.088985,4,60.618814
0.200673,9,60.664842
-0.588143,6,60.694004
-0.638951,16,60.768858
-0.01,1,60.775669
0.049695,3,60.791292
-0.01,1,60.796611
-0.01,1,60.801964
-0.062055,18,60.895638
-0.266566,35,61.074893
-0.107992,11,61.129644
0.038377,3,61.146317
0.08458,4,61.170047
-0.256565,12,61.231209
0.065114,3,61.247135
-0.304032,30,61.391936
-0.113677,13,61.458649
-0.460038,18,61.547904
0.049638,7,61.584057
-0.280477,18,61.671427
0.053177,2,61.685019
-0.553274,17,61.769643
-0.376147,10,61.819099
-0.073609,8,61.859212
-0.342157,6,61.890347
0.071147,3,61.906367
-0.219797,4,61.925721
-0.638871,8,61.964431
-0.01,1,61.971478
0.032095,2,61.983389
0.191029,3,61.998199
-0.352047,39,62.188302
-0.337008,6,62.219907
0.26895,12,62.280373
-1.148941,61,62.572946
0.148458,13,62.635919
0.124393,12,62.697728
-0.423567,7,62.731987
0.004625,3,62.747076
-0.01,1,62.752577
-0.157536,12,62.813232
0.041288,6,62.842321
-0.389847,9,62.887942
-0.191769,12,62.945492
-0.364659,11,62.998872
-0.455322,6,63.028948
0.177874,11,63.084263
0.196437,13,63.14756
0.002487,14,63.21916
0.117587,6,63.249439
-0.402801,15,63.323345
-0.29355,26,63.446599
0.27956,11,63.503127
0.200579,23,63.621604
-0.419437,12,63.677449
0.177105,6,63.707904
0.066237,9,63.753402
0.106037,16,63.832169
0.113232,5,63.858158
-0.01,1,63.863802
0.030734,3,63.881563
-0.831138,14,63.949265
0.03399,15,64.02731
-0.101315,19,64.118727
0.213666,8,64.160482
-0.284371,27,64.292824
-0.298035,32,64.453286
0.010762,2,64.465116
-0.59865,40,64.664367
0.003761,13,64.730086
-0.158928,29,64.870114
-0.523826,4,64.889704
0.157905,6,64.92376
-0.894599,13,64.99156
-0.513553,5,65.017485
0.009088,2,65.029446
0.069445,3,65.047265
-0.299189,6,65.076452
-0.834284,80,65.46546
0.03227,3,65.481476
-0.584024,32,65.642662
-0.01,1,65.648038
0.17811,6,65.679
-0.332603,10,65.726783
-0.242024,13,65.79265
0.052259,18,65.893291
0.219779,23,66.009726
-0.01,1,66.015173
-0.169455,15,66.090271
0.060468,5,66.115095
-0.883487,20,66.211012
-0.001334,2,66.220696
-0.426716,32,66.380042
-0.475044,39,66.571169
-0.000985,4,66.591695
-0.515718,57,66.878167
0.045446,2,66.891163
-0.01,1,66.896754
-0.120407,11,66.952412
-0.01,1,66.957844
-0.22014,8,67.001069
-0.01,1,67.006638
-0.01,1,67.013279
-0.166462,14,67.08221
0.00182,18,67.176445
0.24552,25,67.299601
0.177621,8,67.339258
0.223281,10,67.390045
-0.168453,13,67.456243
-0.516713,25,67.583657
-0.385408,12,67.648303
0.060359,3,67.664191
-0.277108,10,67.71577
0.064449,18,67.807635
-0.464477,5,67.830994
-0.61719,8,67.868396
-0.315468,13,67.932901
-0.150643,16,68.012565
-0.127462,33,68.172163
-0.00701,15,68.245832
-0.008392,3,68.263201
-0.55225,30,68.409434
0.113784,13,68.475113
-0.195319,17,68.560947
-0.122279,6,68.590984
-1.074664,58,68.874345
0.031947,2,68.884557
-0.195987,3,68.900072
-0.365327,14,68.972979
-0.140272,18,69.063343
-1.014287,50,69.306959
-0.248099,28,69.448127
-0.01,1,69.455457
0.249981,9,69.501779
-0.378938,35,69.685264
-0.318853,5,69.70903
0.000471,2,69.721873
-0.01,1,69.727259
-0.05428,19,69.821639
0.148999,2,69.831748
-0.01,1,69.839801
0.153584,5,69.865549
-0.643655,15,69.937418
-0.540471,35,70.110047
0.007043,4,70.131988
-0.398407,27,70.268469
-0.001996,2,70.278682
-0.079905,13,70.342689
-0.08812,27,70.476453
-0.01,1,70.483263
0.232095,12,70.543593
-0.573784,26,70.67121
-0.336181,8,70.712091
-0.416906,14,70.783563
0.256714,12,70.843375
-0.01,1,70.848816
-0.01,1,70.855719
0.190788,6,70.887614
0.008678,3,70.902472
-0.946622,18,70.990775
-0.382432,21,71.09586
0.03758,35,71.268784
-0.099335,45,71.491397
-0.888749,59,71.783605
-0.719917,12,71.844558
0.152491,17,71.92929
-0.01,1,71.934665
-0.157844,49,72.176219
-0.01,1,72.18319
-0.159909,17,72.266086
0.140083,7,72.300882
0.004364,11,72.355932
0.15406,25,72.48142
-0.004612,19,72.576433
0.05948,7,72.610547
-0.378884,8,72.650397
-0.240719,25,72.773963
0.010867,7,72.807786
0.280932,14,72.878591
0.029497,23,72.991925
0.133537,31,73.146638
0.173312,18,73.239599
-0.242867,36,73.414862
-0.36373,10,73.463949
0.221552,9,73.511591
0.035837,2,73.52147
-0.201422,36,73.700618
-1.194359,30,73.846221
0.350819,18,73.937453
0.137081,17,74.02239
0.291942,15,74.099328
-0.001627,2,74.110534
-0.359329,7,74.145212
0.218496,9,74.193573
0.052311,7,74.227633
-0.811814,61,74.536144
0.015816,14,74.623708
0.210267,7,74.662158
-0.31209,12,74.722526
-0.0142,44,74.941828
-0.513793,2,74.95337
-0.487117,29,75.112257
0.077824,10,75.161213
-0.48833,31,75.31344
-0.100565,27,75.447541
-0.469142,40,75.647725
0.106615,5,75.674748
-1.180223,91,76.137101
-0.065281,26,76.265932
0.175498,5,76.290984
0.315212,7,76.327883
0.167698,24,76.447887
-0.548361,16,76.527669
0.025649,6,76.558149
-0.153884,9,76.60148
-0.239174,9,76.647463
-0.01,1,76.654449
-0.010409,56,76.931261
0.141989,6,76.961319
0.046499,6,76.990847
0.081171,16,77.072733
0.119974,8,77.112563
0.224238,12,77.172946
-0.1397,9,77.218007
-0.061403,7,77.25471
0.00825,6,77.285543
-0.256213,27,77.417581
-0.056043,19,77.508339
-0.669974,26,77.639023
-0.338386,100,78.136301
-0.018267,48,78.372288
-0.961968,45,78.59372
-0.572842,4,78.613827
-0.005089,3,78.629878
-0.377748,63,78.940232
-0.502834,46,79.164664
-0.523276,5,79.191311
-0.103025,23,79.304484
0.270381,21,79.409888
0.275248,12,79.470354
-0.301664,31,79.629117
0.364595,18,79.723559
-0.052732,24,79.843348
-0.007712,24,79.961416
0.079649,29,80.110399
-0.63565,96,80.591434
-0.502206,24,80.708708
0.168157,19,80.803001
-0.725238,22,80.911904
-0.638235,100,81.407512
-0.357354,20,81.506101
0.080418,41,81.711401
0.191571,13,81.782256
0.017968,3,81.796974
0.193571,24,81.914131
0.117609,4,81.934685
-0.011023,17,82.020517
0.18129,6,82.049663
-0.285565,28,82.190122
-0.017108,5,82.215145
-0.331423,41,82.421405
-0.104051,46,82.64709
-0.169421,39,82.839472
0.059748,4,82.859414
-0.0682,29,83.005651
-0.211519,20,83.128554
0.218298,38,83.317582
-0.333951,37,83.497361
0.046222,79,83.892828
-0.197878,11,83.949012
-0.021083,55,84.222735
-0.131996,35,84.398598
0.150502,4,84.423374
-0.733849,100,84.921036
-0.187884,55,85.209957
0.02213,2,85.220028
0.010068,3,85.23882
-0.125728,26,85.36724
-0.01,1,85.374069
0.290855,23,85.49209
-0.756568,6,85.524473
-0.171799,23,85.643826
0.042928,5,85.669757
0.490227,5,85.6958
0.344315,24,85.824228
-0.979948,41,86.042557
-0.455385,31,86.194047
-0.241395,26,86.32122
-0.245856,27,86.457882
0.342263,15,86.534652
0.277207,11,86.591894
0.055005,34,86.758833
-0.341977,31,86.913327
-0.652601,100,87.406905
0.100661,11,87.461644
0.076283,2,87.471675
-0.429738,32,87.632887
0.071815,37,87.821675
-0.119707,13,87.883425
-0.493706,94,88.35136
0.067677,40,88.555759
-0.328888,4,88.575824
0.142663,4,88.596763
-0.813086,69,88.939221
-0.302408,68,89.281346
-0.150317,34,89.451643
-0.707488,46,89.684659
0.388076,20,89.790047
0.460328,16,89.874324
-0.487829,2,89.883667
-0.153337,33,90.051162
-0.356859,83,90.461382
-0.021388,61,90.765013
0.166022,9,90.810474
-0.632754,48,91.048966
0.011721,19,91.141212
-0.272946,73,91.506974
0.298895,15,91.581533
-0.477171,53,91.849507
-0.283567,90,92.294408
-0.110961,62,92.608356
0.150976,14,92.678041
0.095461,2,92.689628
0.239014,29,92.832502
0.146558,10,92.884452
0.236205,9,92.932507
0.025399,78,93.324021
-0.837288,50,93.56601
-0.379059,100,94.074722
0.035764,2,94.085238
-0.945959,67,94.420224
0.266595,16,94.50479
-0.037121,14,94.575602
0.120835,4,94.596476
0.524203,20,94.698405
0.22469,4,94.718685
-0.138647,73,95.094251
0.01394,32,95.257581
0.147414,22,95.370345
-0.220828,74,95.739531
-0.193249,85,96.182709
0.163792,22,96.296707
0.144776,15,96.374388
0.247337,33,96.544405
-0.441084,100,97.060051
-0.320781,63,97.380328
-0.140573,26,97.514259
-0.051645,63,97.831288
0.381715,11,97.889501
0.199077,21,97.995361
-0.091032,49,98.241888
0.37531,28,98.387129
0.293345,18,98.482685
-0.694592,100,98.991186
-0.021744,35,99.170944
-0.550034,100,99.680221
0.454175,19,99.777239
0.254541,25,99.90868
0.148668,5,99.934463
0.084028,6,99.966027
-0.34163,100,100.476595
0.058244,6,100.508682
0.112231,27,100.687203
-1.876129,100,101.179656
0.068074,4,101.201768
0.299418,13,101.267178
0.160123,39,101.462777
-0.086163,47,101.697556
0.039914,22,101.808047
-0.712082,100,102.30919
0.20409,32,102.467812
-0.60311,100,102.956454
0.154221,29,103.105903
0.250217,31,103.262953
-0.084122,59,103.553098
-0.247927,69,103.901406
-0.63852,100,104.402166
-0.350486,67,104.736126
-0.12602,70,105.094128
-0.257012,58,105.385355
0.043868,49,105.63396
-0.000541,70,105.996052
-0.536477,100,106.497161
-0.785947,100,106.994848
-0.155749,48,107.233126
-0.287319,60,107.527532
-0.536737,100,108.022536
0.258915,26,108.150383
-0.525272,80,108.542562
0.143113,41,108.744085
-0.505423,100,109.243083
-0.978932,100,109.759601
-0.702169,100,110.267731
-0.627631,100,110.768434
0.148257,55,111.04571
-0.537408,100,111.545135
-0.826219,100,112.043873
0.08532,19,112.141123
-0.055728,39,112.338856
-0.453002,100,112.835115
0.30513,17,112.921442
-0.003084,65,113.242539
-0.634994,100,113.735033
-0.457829,100,114.249117
-0.847779,100,114.768843
-0.501155,72,115.138826
0.301439,42,115.350714
-0.45367,100,115.858608
0.016318,50,116.121172
0.306995,15,116.198631
-0.073667,87,116.631787
-0.434536,100,117.133443
0.131888,59,117.426273
-0.985727,100,117.922255
-0.47823,100,118.427644
-0.080495,48,118.666172
-0.004926,51,118.92371
-0.045904,29,119.068031
-0.226617,70,119.415858
0.281913,32,119.578662
-0.230952,53,119.842298
-0.013664,20,119.940553
-0.282745,90,120.389387
-0.566549,100,120.887447
0.423096,15,120.966589
-0.334477,100,121.468035
0.198944,41,121.673279
-0.32996,100,122.179943
-0.373598,100,122.682596
-0.654752,100,123.183507
0.379616,15,123.257355
-0.417113,100,123.753848
-0.015349,16,123.835339
-0.278492,100,124.340907
0.34622,8,124.382365
-0.519196,100,124.893472
-0.475737,100,125.423414
-0.361681,100,125.935287
-0.372633,100,126.444243
-0.498474,100,126.94453
-0.57163,100,127.445323
0.143112,69,127.800337
0.27864,6,127.830534
-0.485157,20,127.929669
-0.722823,100,128.427943
-0.075182,88,128.868578
-0.114498,12,128.933716
0.137093,18,129.027425
-0.259611,86,129.463017
0.25174,40,129.666611
-0.373732,100,130.177876
-0.380793,100,130.683031
0.122493,6,130.717425
-0.607302,100,131.214495
-0.328917,48,131.451175
-0.194747,69,131.791013
0.081898,52,132.049547
-0.144303,45,132.276889
0.094898,22,132.387884
-0.431142,100,132.881688
-0.6051,100,133.380562
0.226844,27,133.516366
0.356249,20,133.615791
-0.542398,100,134.110663
