#{"t_start": 1779068000.972277, "env_id": "None"}
r,l,t
-0.290649,98,134.604031
0.134049,26,134.734835
0.407856,40,134.936637
-0.019199,89,135.400773
0.18599,7,135.439412
0.059715,69,135.78781
0.004829,66,136.136379
-0.475594,85,136.564068
-0.122265,91,137.021967
-0.193431,91,137.470956
0.105188,44,137.694136
-0.309604,100,138.201732
0.241432,34,138.374349
-0.559906,100,138.874996
-0.565243,100,139.37813
0.396417,14,139.451116
-0.01,1,139.458015
-0.424631,64,139.779154
-0.706994,100,140.281139
-0.1279,36,140.46071
-0.019191,24,140.586077
-0.007843,42,140.797485
-0.481831,100,141.307615
-0.049784,52,141.569541
-0.19002,40,141.777029
-0.182452,87,142.213634
0.233299,20,142.313875
0.180577,6,142.346396
0.001769,33,142.513201
-0.079712,42,142.723347
-0.595657,100,143.223769
-0.069501,88,143.662739
-0.035665,44,143.89144
0.079489,9,143.937799
0.135851,3,143.955431
-0.455573,100,144.462762
0.061486,4,144.485977
-0.314615,84,144.904915
0.255076,27,145.051822
-0.017458,5,145.080428
0.452888,36,145.265019
0.056866,3,145.279672
0.101936,43,145.493873
-0.225747,56,145.770305
0.104872,5,145.798048
-0.00287,34,145.97633
0.072699,37,146.161937
-0.128761,38,146.356704
0.25412,45,146.584786
-0.451503,100,147.082466
-0.072038,23,147.195359
0.100097,68,147.539913
-0.390441,100,148.083552
-0.230606,30,148.236794
0.253559,28,148.378203
-0.279232,97,148.85628
-0.380625,100,149.362245
-0.343871,92,149.822814
0.079913,34,149.994123
0.067228,12,150.055001
0.414162,36,150.240521
-0.338004,55,150.511484
-1.004696,100,151.008216
-0.064303,66,151.343855
-0.39727,100,151.85777
-0.741191,100,152.361297
0.266702,46,152.59282
-0.650159,100,153.085388
0.048768,16,153.167789
0.309301,48,153.408514
-0.065692,48,153.645547
-0.411618,100,154.149028
0.02857,2,154.161241
-0.78045,100,154.668863
-0.069264,35,154.845559
-0.01,1,154.851195
-0.090366,49,155.10389
0.031235,55,155.37937
0.098118,54,155.649692
0.375111,37,155.840459
-0.520267,100,156.349024
0.247285,13,156.413002
-0.17839,82,156.827298
0.156253,25,156.95157
0.169132,53,157.222975
-0.339567,100,157.725055
0.049231,38,157.917424
-0.666873,100,158.414828
0.130757,10,158.465567
0.035426,2,158.477104
0.182407,5,158.505145
-0.582422,100,159.009732
-0.919404,100,159.530948
-0.408632,100,160.028116
-0.34118,100,160.535147
0.017641,70,160.886807
0.373266,26,161.018178
-0.018826,25,161.151184
0.017529,37,161.338748
0.139359,63,161.657095
0.198167,29,161.806466
0.210402,48,162.043957
0.253913,50,162.29347
0.425149,25,162.422214
-0.591246,74,162.787477
0.040729,65,163.114303
-0.732079,100,163.618803
-0.501487,100,164.121371
-0.361319,89,164.581827
-0.301967,85,165.015586
0.216712,15,165.09569
-1.237633,100,165.612678
0.066711,4,165.635223
0.168915,14,165.707227
0.156202,41,165.92209
0.32234,8,165.962898
-0.270746,59,166.261981
-0.532495,100,166.768103
-0.124852,51,167.020179
-0.01,1,167.02676
0.092502,4,167.048817
0.173363,43,167.261345
-0.461364,100,167.755874
-0.376627,100,168.255782
-0.520368,100,168.762758
-0.080173,76,169.150443
0.425503,26,169.284436
-0.568152,100,169.793145
-0.061251,59,170.094691
0.346754,32,170.257758
0.151954,40,170.461319
-0.551947,84,170.882748
0.070226,65,171.21637
0.16163,54,171.490366
-0.364619,69,171.83556
0.308905,34,172.008048
-0.126957,73,172.377265
-0.01,1,172.384457
0.176445,4,172.407574
-0.362518,100,172.924508
-0.072776,42,173.133169
-0.506368,100,173.622485
-0.396555,85,174.047181
-0.146847,89,174.508804
-0.506407,99,175.009082
0.495123,19,175.110389
-0.395747,100,175.608623
0.452311,28,175.751759
0.436745,29,175.912662
-0.414103,100,176.419831
0.066634,37,176.610356
-0.247662,23,176.726409
-0.501888,100,177.242584
-0.153387,100,177.740345
-0.001746,11,177.798378
-0.36339,100,178.305772
0.051001,52,178.573955
-0.154873,61,178.8805
-0.01,1,178.888073
-0.313788,49,179.136439
-0.393501,100,179.6441
0.210342,13,179.709994
0.215159,46,179.943538
0.204507,24,180.067883
0.111638,14,180.141647
-0.129002,60,180.438577
-0.130805,62,180.74771
-0.667061,100,181.254089
-0.534595,68,181.592082
-0.529506,100,182.092854
-0.10196,89,182.539005
-0.695451,24,182.65925
0.402558,24,182.780038
0.246103,27,182.92016
-0.465304,100,183.418145
-0.512241,100,183.917242
-0.763913,100,184.426282
0.169382,21,184.539281
0.030454,46,184.767368
0.270767,37,184.956618
-0.073147,26,185.095206
0.019164,51,185.351674
0.024593,56,185.632296
0.217677,7,185.668806
-0.504124,100,186.195036
-0.852591,100,186.702444
-0.375205,100,187.211972
-0.370325,98,187.692907
-0.503826,100,188.189613
0.066361,13,188.254692
-0.424869,100,188.768078
-0.577886,100,189.288176
0.080042,54,189.571312
-0.449763,100,190.078876
0.2575,45,190.308681
-0.35547,91,190.766012
0.165281,38,190.954931
0.243098,47,191.197482
-0.237451,55,191.47974
-0.676162,100,191.982084
0.027394,24,192.101075
0.00416,5,192.125992
-0.510401,81,192.527672
0.048583,55,192.807588
-0.037587,68,193.151672
0.291347,14,193.227304
-0.67006,100,193.726101
0.219082,41,193.93607
0.036978,56,194.216765
0.413148,22,194.326573
0.019711,53,194.658189
-0.01,1,194.663684
-0.000429,61,194.978714
0.256021,38,195.17944
0.052306,8,195.220515
-0.816813,100,195.718846
0.153757,29,195.871417
0.37032,36,196.052431
-0.760203,100,196.560213
0.06146,36,196.745691
0.208794,23,196.862355
-0.684941,100,197.386569
-0.231647,40,197.583281
0.231442,43,197.802052
0.083916,23,197.918684
-0.364084,26,198.048512
0.386349,21,198.153808
0.019531,5,198.180034
0.197917,7,198.216716
-0.888092,100,198.711818
-0.553633,100,199.214825
-0.639629,100,199.71933
0.0878,5,199.745788
-0.590686,75,200.122771
-0.473161,100,200.620348
0.220298,42,200.838529
-0.657334,100,201.333867
0.136005,42,201.545496
0.244444,20,201.644087
-0.355603,96,202.121313
-0.482335,100,202.620186
0.06066,27,202.754257
-0.458886,100,203.255816
-0.456936,100,203.756322
0.158526,53,204.027096
0.008152,16,204.108281
0.126064,16,204.191544
-0.589693,100,204.70626
-0.720853,83,205.130144
0.121532,54,205.402622
0.308742,5,205.428268
-0.366598,100,205.941004
-0.01,1,205.949071
-0.066757,40,206.150563
-0.416087,100,206.647757
0.18472,40,206.852583
0.070844,3,206.868635
0.003528,51,207.122823
-0.510495,100,207.625631
-0.885507,100,208.129155
-0.604528,100,208.630298
-0.616059,100,209.141552
-0.630178,100,209.645819
-0.361578,11,209.701166
-0.140749,96,210.179446
-0.790765,100,210.682303
0.178352,54,210.958681
0.053541,34,211.130713
-0.418999,100,211.635186
-0.18855,19,211.732201
-1.27537,100,212.231416
0.261409,17,212.316509
-0.292996,67,212.647532
-0.027185,48,212.891311
-0.819928,100,213.392796
-0.021986,44,213.609392
-0.568136,100,214.112424
0.211015,31,214.268353
0.088787,23,214.386883
0.111435,45,214.618528
0.011973,3,214.636126
0.404995,14,214.707815
-0.111823,33,214.87698
0.403882,26,215.021736
-0.408932,100,215.529577
-0.450322,100,216.051758
-0.436779,100,216.557953
-0.441929,100,217.065106
-0.426365,100,217.570097
-0.580815,86,218.006309
-0.416755,100,218.508228
0.042418,52,218.772624
0.119919,3,218.79127
-0.447568,100,219.299091
-0.406958,100,219.808141
-0.023393,56,220.089854
0.326441,11,220.147042
0.363425,28,220.292665
0.03809,3,220.30976
-0.317614,100,220.832167
-0.957001,100,221.332245
-0.442669,100,221.835217
-0.238432,94,222.303324
-0.107925,61,222.603211
0.261559,32,222.766186
-0.202574,17,222.852688
0.307673,4,222.875127
-0.884309,100,223.367361
0.485446,15,223.444338
0.274127,32,223.604828
0.13201,47,223.842308
0.144405,48,224.08412
0.100656,35,224.259849
-0.717862,100,224.773038
0.284285,16,224.854392
-0.935299,100,225.366963
-0.082428,14,225.442659
0.010086,50,225.692644
-0.059416,40,225.897726
-0.53132,100,226.408232
-0.031142,68,226.752768
0.256746,37,226.948913
-0.500483,100,227.445996
0.219455,47,227.680452
-0.01,1,227.688468
-0.409376,100,228.185297
0.308872,35,228.358981
-0.576396,100,228.852914
0.348738,30,229.010396
0.188561,4,229.030878
-0.45512,100,229.542347
0.17073,5,229.567899
0.079964,17,229.654105
-0.394764,100,230.156612
-0.090221,68,230.491114
0.103903,38,230.686012
-0.01,1,230.693109
0.173363,41,230.901136
0.149486,17,230.990596
0.182776,42,231.20195
-0.312365,99,231.698572
0.150054,43,231.917524
-0.016,2,231.927508
-0.519404,100,232.434751
0.352186,30,232.587116
-0.448374,100,233.094116
-0.574582,100,233.592335
-0.450338,100,234.089946
0.221565,25,234.218473
-0.11229,50,234.47513
-0.415987,59,234.771856
0.217718,6,234.803221
0.138501,44,235.03722
0.311043,35,235.215831
-0.224675,65,235.540675
0.512695,14,235.611166
0.224317,42,235.829822
0.199422,22,235.948965
-0.01,1,235.954327
-0.558912,100,236.455456
-0.67351,100,236.953507
0.209746,7,236.990921
0.218622,34,237.159351
0.213617,37,237.342417
-0.23287,69,237.686863
-0.523399,100,238.186401
-0.627393,100,238.685326
0.351348,20,238.784538
0.343666,27,238.922789
-0.383773,100,239.433437
-0.246015,62,239.742606
0.178248,46,239.970039
0.311198,17,240.054832
0.192562,57,240.342253
0.296592,32,240.503817
-0.051504,78,240.900384
-0.358806,100,241.41112
-0.061461,56,241.689958
-0.044902,61,241.991612
0.045428,64,242.310978
0.125429,9,242.357948
-0.564197,100,242.890235
0.27699,30,243.044316
-0.733003,100,243.542706
0.321617,25,243.669703
0.46557,13,243.735487
0.306713,33,243.907263
0.126583,8,243.949986
-0.558824,100,244.453022
0.332029,26,244.589026
-0.063442,58,244.877087
-0.082729,76,245.278644
-0.568256,100,245.773179
-0.231144,88,246.219233
-0.575677,91,246.673286
0.29405,15,246.755285
0.135411,6,246.788627
0.296275,27,246.927016
0.277072,29,247.078491
0.00464,65,247.410066
-0.436049,100,247.912661
-0.026228,46,248.14129
-0.637254,100,248.634297
0.067303,56,248.92
0.452465,14,248.993259
0.121692,14,249.064953
0.118982,48,249.313379
-0.490619,100,249.81397
0.079832,8,249.857205
0.299437,27,249.994756
-0.55098,100,250.504501
0.299106,18,250.599622
0.092464,45,250.832684
0.215413,8,250.873431
-0.423985,100,251.382081
-0.55497,100,251.885684
0.128079,7,251.925462
0.276378,31,252.080397
0.174943,18,252.172553
-0.489836,100,252.668436
0.30764,39,252.863308
-0.073758,63,253.19135
-0.385853,84,253.603444
-0.080957,69,253.953315
-1.080023,100,254.455153
0.053293,16,254.53567
0.179664,8,254.575861
-0.218561,50,254.825504
-0.475057,100,255.351022
-0.049805,68,255.693789
-0.028249,41,255.909029
-0.433267,100,256.412755
0.330145,19,256.511244
-0.691714,100,257.028596
0.17204,10,257.08125
-0.641426,100,257.582174
0.09867,46,257.816598
0.29717,24,257.935262
-0.793774,100,258.428869
0.232254,9,258.473639
-0.661925,100,258.966228
0.231073,31,259.121483
0.045535,26,259.256827
0.16223,27,259.394474
-0.304191,97,259.879186
0.11324,51,260.134433
0.009189,38,260.334791
0.053704,10,260.385489
0.097384,46,260.619231
-0.650329,100,261.127277
-0.18718,46,261.361491
-0.858684,93,261.826061
0.29794,14,261.898444
0.078536,36,262.07928
0.013806,43,262.295192
-0.035796,30,262.44627
0.350552,21,262.554235
-0.716742,100,263.05467
0.310955,25,263.182438
0.101262,35,263.356889
0.38377,28,263.500537
-0.320077,10,263.550534
-0.46591,15,263.623503
-0.023388,53,263.886737
-0.085395,44,264.114308
-0.162833,55,264.390292
0.157599,23,264.510143
0.391469,18,264.601638
-0.167232,42,264.812796
0.02189,45,265.052354
-0.618296,100,265.553258
0.315122,21,265.659015
-0.992246,100,266.186792
0.023949,30,266.342755
-0.703106,100,266.837471
-0.03833,46,267.065784
-0.58403,100,267.571634
-0.542459,100,268.076253
-0.490208,93,268.539623
-0.419941,100,269.052663
-0.01,1,269.061043
0.131364,24,269.184366
-0.23829,65,269.515013
-0.076443,40,269.718835
-0.271213,18,269.808989
0.390043,14,269.880701
0.397689,22,269.992726
-0.124184,69,270.33837
-0.62826,100,270.85137
0.087978,11,270.907569
-0.569206,100,271.41716
-0.363691,59,271.710879
0.05848,42,271.92938
0.157263,37,272.10993
-0.015734,52,272.373411
-0.426436,100,272.871331
0.035228,4,272.894228
0.077813,49,273.144957
-0.320402,39,273.344431
0.247571,22,273.455359
0.364186,25,273.582558
0.272587,27,273.716649
0.077389,38,273.91193
0.10701,4,273.933303
0.159054,10,273.98681
0.210837,7,274.022498
-0.359894,48,274.265253
-0.399855,100,274.782096
0.385134,17,274.870959
-0.225375,43,275.10107
0.166366,10,275.153312
-0.30355,37,275.346573
0.323651,24,275.46955
0.294488,30,275.625275
0.136307,4,275.646148
0.043276,13,275.714789
0.193106,13,275.781052
0.066461,15,275.862505
0.429638,21,275.971001
-0.01,1,275.976438
0.081653,26,276.119386
-0.097111,68,276.465324
-0.15073,75,276.843498
0.404452,19,276.939697
-0.244989,62,277.255819
-0.270322,90,277.709323
0.402122,22,277.820973
0.267248,20,277.9234
0.353471,16,278.009806
0.176816,19,278.1048
0.055682,40,278.307756
-0.344488,100,278.819611
0.112619,43,279.050822
-0.174984,76,279.443783
0.138944,44,279.667296
0.065498,33,279.832108
0.343695,26,279.973542
0.496997,17,280.060936
0.245619,19,280.157158
0.040371,39,280.35716
-0.486777,100,280.860299
0.062955,42,281.070703
-0.895656,100,281.579514
-0.389274,19,281.670846
-0.01,1,281.677535
-0.042426,29,281.821533
-0.207185,84,282.245566
0.242229,14,282.3183
-0.672802,100,282.815029
0.245751,11,282.870454
-0.442042,100,283.378681
-0.417152,99,283.867988
0.30472,29,284.017573
0.244447,29,284.159751
0.169093,13,284.224957
0.045098,9,284.26913
0.065734,39,284.477468
-0.193056,68,284.815506
0.164601,38,285.018888
-0.192253,9,285.064981
-0.806164,100,285.572667
0.143911,9,285.61669
-0.253077,49,285.865593
0.267947,33,286.037523
0.083793,41,286.246367
-0.372688,100,286.748092
0.171429,42,286.958421
0.488776,15,287.032556
-0.442671,95,287.507837
0.036755,9,287.552317
-0.108767,33,287.716822
-0.170266,73,288.117889
-0.2851,84,288.536038
-0.105101,63,288.846841
0.032166,49,289.099154
0.208002,37,289.283087
0.070694,14,289.35645
-0.353286,100,289.859719
0.287759,30,290.014515
0.32449,26,290.148065
0.046419,48,290.388073
0.332278,32,290.550058
0.303023,23,290.667606
-0.75765,100,291.169679
-0.220042,72,291.533311
-0.034049,67,291.867117
-0.002602,52,292.128839
0.237976,32,292.293399
-0.33291,84,292.714918
0.23411,32,292.874395
-0.007978,54,293.140604
0.013733,21,293.246904
0.443519,14,293.317575
0.22509,24,293.446426
-0.21074,21,293.552821
0.217711,11,293.609291
-0.393821,60,293.913359
-0.648067,100,294.423476
-0.08289,65,294.751464
0.079798,23,294.865096
-0.857125,100,295.376828
-0.389973,100,295.891031
-0.541663,100,296.398764
-0.598709,100,296.903367
-0.458088,100,297.400913
-0.425495,81,297.809911
0.328343,29,297.956494
-0.176704,85,298.383644
0.216949,40,298.582359
0.209296,31,298.737566
0.24629,31,298.892168
-0.18301,74,299.27156
0.259069,17,299.357311
0.24598,21,299.470768
0.239891,36,299.662436
0.041894,56,299.943388
-0.01,1,299.951719
0.400596,20,300.052568
-0.000574,60,300.35326
-0.001636,48,300.598364
0.215779,20,300.700532
-0.443237,50,300.954503
0.281883,32,301.116377
0.151828,14,301.196923
0.386838,12,301.258952
0.335047,27,301.393573
0.421156,14,301.467855
0.329976,29,301.617709
0.418179,28,301.768684
-0.234706,70,302.131468
0.394165,18,302.219867
-0.45147,49,302.457741
0.253707,28,302.599365
0.005127,45,302.821944
0.224234,33,302.989056
0.478564,8,303.030545
0.296887,17,303.116155
0.131017,42,303.32524
0.165934,39,303.524585
0.203517,9,303.572209
-0.209391,69,303.919868
0.24535,8,303.961962
-0.027409,57,304.249793
0.074567,10,304.301763
0.357054,20,304.409022
0.336106,22,304.52438
0.44015,18,304.61913
-0.521228,100,305.135817
0.503799,7,305.172237
0.273623,11,305.228675
-0.251284,87,305.667619
0.072491,46,305.907264
0.307027,25,306.038956
0.46724,14,306.110648
0.144199,39,306.304514
0.109041,44,306.529396
-0.036485,30,306.682214
-0.038552,46,306.927476
0.071453,47,307.162887
-0.051518,63,307.484254
0.508214,6,307.519428
0.233915,36,307.706029
0.098309,8,307.746269
0.173585,39,307.940623
0.082562,35,308.118672
0.33249,12,308.180953
0.388983,13,308.247286
0.150532,40,308.452023
-0.501497,100,308.96884
-1.296839,100,309.47549
-0.042017,51,309.742111
0.141378,18,309.846101
0.360515,20,309.954262
-0.031378,57,310.251333
-0.187751,64,310.576617
-0.014416,50,310.831179
-0.540508,100,311.349705
0.170742,23,311.468143
0.259485,7,311.504794
0.253222,31,311.667177
0.009174,2,311.679206
0.070746,3,311.695901
0.265583,29,311.843142
0.076013,6,311.87393
0.160291,12,311.935097
0.183209,38,312.128416
0.173347,37,312.31726
0.437896,9,312.363749
-0.362639,84,312.789059
0.116384,47,313.031446
-0.213763,63,313.34883
-0.102348,44,313.574749
0.326761,22,313.693954
0.016968,62,314.013778
0.333511,21,314.122865
0.015856,42,314.333485
-0.045908,63,314.660961
-0.762079,100,315.182407
-0.571267,100,315.684978
-0.268814,25,315.811468
0.206772,26,315.954448
0.279052,12,316.018395
-0.246936,84,316.45031
0.082005,47,316.693649
0.309576,21,316.80439
0.027688,57,317.095177
-0.470694,76,317.478779
0.447111,14,317.549287
0.022815,7,317.589223
-0.040427,50,317.850206
-0.188248,47,318.086809
0.052621,7,318.12442
0.209001,33,318.291479
-0.202728,48,318.535843
0.242383,27,318.67402
0.324542,33,318.838014
-0.226182,17,318.930072
0.326574,20,319.033182
0.274615,17,319.119066
0.299456,12,319.179351
-0.39459,100,319.697202
0.204958,45,319.930242
0.339174,27,320.069559
0.470081,14,320.14168
-0.154584,69,320.49421
0.408759,22,320.607215
-0.545016,100,321.11737
0.25212,28,321.260058
0.212368,30,321.416767
0.170394,30,321.564237
0.15851,40,321.777137
-0.37338,80,322.187799
0.237856,19,322.28571
0.099855,37,322.471674
-0.817936,100,322.97596
0.436832,9,323.021835
0.23423,28,323.163084
-0.707272,100,323.667565
0.030291,44,323.892444
0.210022,20,323.995673
0.098037,40,324.197052
0.376127,14,324.26833
-0.589634,100,324.776662
-0.416795,100,325.296667
0.224037,28,325.438294
-1.271664,100,325.950512
0.118732,47,326.196961
0.153459,4,326.217533
0.125093,56,326.503764
0.233885,28,326.645308
-0.339434,15,326.721409
0.106941,29,326.87484
-0.491478,40,327.073552
0.139689,28,327.214973
-0.110875,21,327.318849
-0.347633,77,327.710096
0.053323,41,327.914715
0.126127,11,327.970482
0.12291,11,328.027729
0.125717,41,328.234897
0.224033,10,328.286547
0.120176,38,328.479053
0.210505,40,328.684067
-0.96788,100,329.184756
-0.433653,79,329.589272
0.087245,38,329.782128
0.511826,3,329.798087
0.166551,21,329.902361
-1.171833,100,330.408866
-0.117397,80,330.816286
0.006586,42,331.031058
-0.021807,47,331.269024
-0.860889,100,331.780925
-0.013889,48,332.022171
0.41934,15,332.095909
0.365428,17,332.181393
0.007629,45,332.404738
-0.396717,25,332.527014
0.070475,34,332.695274
-0.830651,100,333.19119
-0.462477,100,333.688724
0.220405,26,333.822049
-0.161574,66,334.158701
-0.428362,19,334.251858
-0.590767,100,334.764273
0.496454,17,334.851996
-0.169121,51,335.137436
-0.354204,100,335.633701
-0.713687,100,336.157612
0.168336,35,336.34163
0.229584,34,336.520474
0.033414,3,336.535617
0.474119,16,336.618483
-0.947612,100,337.129502
0.307755,35,337.30885
0.279824,21,337.41352
-0.48253,100,337.924825
0.342134,16,338.007189
0.153499,5,338.03358
0.341301,19,338.129005
-0.383313,98,338.623861
-1.113862,100,339.121468
-0.591377,100,339.632673
-0.150237,75,340.012271
-0.538391,100,340.515101
0.144196,43,340.729402
0.175367,43,340.952271
0.060625,3,340.96859
-0.045099,61,341.285765
0.478595,14,341.359081
0.129578,18,341.452644
-0.035483,52,341.716771
0.254758,15,341.798781
-0.438912,64,342.125363
0.05302,11,342.182867
0.306476,19,342.278557
0.266613,43,342.499841
0.156916,37,342.68705
0.129471,38,342.877818
0.058437,6,342.907756
-0.450777,100,343.419051
0.061224,3,343.435236
0.351707,18,343.527437
0.079321,41,343.729669
-0.296899,22,343.842202
-0.047994,36,344.0236
0.289921,16,344.105007
0.24504,12,344.164881
0.125498,36,344.348778
0.12587,14,344.421693
0.046057,12,344.485456
0.396376,18,344.581308
0.478195,18,344.677368
-0.5675,61,344.990739
0.419943,10,345.04581
-0.245694,83,345.46475
0.29067,26,345.600334
0.126943,38,345.794825
0.260673,22,345.916475
0.081072,44,346.145487
0.334083,15,346.224815
-0.285159,69,346.576207
0.04103,5,346.602338
0.060752,42,346.820064
0.431428,19,346.918453
-0.080062,55,347.197079
0.061744,20,347.30162
-0.449657,100,347.806173
-0.033582,47,348.048755
-0.160669,43,348.265404
0.121461,22,348.376714
0.21048,27,348.516404
-0.347122,46,348.758362
-0.272139,52,349.038034
0.050918,40,349.241262
0.179742,36,349.426886
0.23455,33,349.603309
0.260763,21,349.712905
-0.631049,100,350.220818
0.266315,25,350.345409
0.281365,19,350.441756
0.154639,28,350.581594
-0.936995,100,351.077264
-0.717312,100,351.582575
0.04704,49,351.828126
-0.636926,76,352.211895
0.265753,29,352.358845
0.111017,29,352.507677
-0.03927,54,352.777783
0.291361,27,352.912431
0.318045,27,353.047073
0.001704,36,353.227829
0.177002,25,353.352819
0.054009,42,353.562466
0.217421,27,353.699462
-0.014417,30,353.849097
-0.667187,100,354.361782
0.188488,38,354.560491
0.40536,13,354.626895
0.1384,34,354.798693
-0.543929,100,355.32201
0.176249,34,355.494742
0.02843,26,355.629131
-0.023335,44,355.860615
-0.172115,56,356.148476
0.227573,21,356.254548
0.232966,34,356.427047
0.129303,31,356.586159
0.052901,36,356.767483
0.023926,3,356.783371
0.335268,25,356.910056
0.233243,27,357.049013
0.237923,24,357.170779
-0.21882,69,357.510479
0.446619,9,357.556399
0.067042,44,357.778735
-1.313022,100,358.287044
0.050778,34,358.458845
0.387333,11,358.515387
-0.011249,52,358.775826
0.014731,45,359.008149
0.319113,19,359.103927
0.129515,10,359.152776
0.198787,9,359.201083
0.365473,9,359.248585
0.065778,33,359.413404
-0.458325,100,359.924649
-0.128877,58,360.222664
0.31144,16,360.304379
0.107162,25,360.430145
0.208689,28,360.572729
0.27445,23,360.691462
-0.046387,33,360.861387
-0.144593,46,361.093393
0.156391,32,361.257182
0.284341,18,361.347509
-0.076921,45,361.573826
0.264747,16,361.654101
0.186209,35,361.827429
0.170039,4,361.847684
0.378929,15,361.924894
0.049023,33,362.095362
0.220913,27,362.231039
0.219234,23,362.344523
-0.113894,48,362.585951
0.246462,34,362.756103
0.104484,32,362.917589
0.390587,16,362.997905
-0.244946,6,363.028119
0.031329,22,363.139536
0.401601,17,363.224297
0.217083,17,363.309651
0.079855,35,363.485339
0.355532,13,363.549997
0.0859,6,363.580649
0.445283,8,363.621996
-0.275664,67,363.96066
0.1319,7,363.995252
0.119373,31,364.153027
0.360077,17,364.238686
0.360345,13,364.30625
-0.30976,68,364.654297
0.479352,13,364.719383
0.483142,8,364.759935
0.211797,9,364.806447
0.143171,21,364.912723
0.012404,36,365.103474
0.029234,31,365.257642
0.268955,21,365.364706
0.206029,20,365.46471
0.333918,17,365.551393
-0.589817,100,366.06918
-0.189632,43,366.287758
0.353311,15,366.363523
0.255083,22,366.473463
-0.040049,55,366.766642
0.310682,21,366.880711
0.496754,4,366.901857
0.094974,25,367.028037
0.208872,7,367.063278
-0.636537,100,367.573262
0.162532,10,367.623593
0.370343,23,367.743431
-0.006902,36,367.924308
0.377391,15,368.003016
0.190229,21,368.109644
-0.14645,80,368.513985
0.151434,33,368.679452
-0.332371,72,369.045815
0.166203,10,369.096265
0.070909,44,369.32531
-0.29275,53,369.59978
0.022777,32,369.766734
0.211751,11,369.82251
-0.46772,100,370.344484
0.340343,17,370.431415
0.184581,28,370.57878
-0.295482,67,370.921033
0.055181,45,371.150172
0.215602,25,371.280304
0.338957,16,371.363769
0.156031,21,371.473731
0.202534,17,371.560853
0.000825,32,371.724246
0.101205,36,371.916717
0.285227,11,371.970791
0.332907,26,372.109582
-0.31996,68,372.44971
-0.247576,61,372.756841
0.137583,34,372.930474
0.244109,21,373.035378
0.037013,11,373.091913
-0.025157,42,373.30562
0.194224,17,373.3906
0.38295,15,373.467377
-0.443162,33,373.6316
0.152481,6,373.664836
0.250289,23,373.780942
0.379281,20,373.884237
0.167254,11,373.942297
0.39004,13,374.011226
-0.819227,100,374.525917
-0.008299,48,374.766138
-0.01,1,374.771454
-0.10468,36,374.955173
0.061651,11,375.014791
0.122395,22,375.129672
0.069908,40,375.333906
0.400538,13,375.401133
-0.613789,100,375.921661
0.074922,10,375.974762
-0.706275,100,376.492287
0.382273,11,376.549602
0.078765,3,376.565407
0.131467,34,376.741732
0.188965,31,376.898135
0.247684,20,377.003411
0.198535,4,377.023786
-0.018472,48,377.268445
-0.144796,66,377.598255
-0.648817,100,378.100353
0.166903,22,378.212168
0.25778,22,378.323099
-0.365886,60,378.615606
-0.103051,36,378.794613
0.130995,34,378.966536
0.487568,18,379.056686
0.40577,17,379.1403
-0.399169,57,379.427979
0.22432,26,379.563071
0.376106,20,379.664578
-0.350762,53,379.92548
0.189661,38,380.129258
-0.02307,43,380.345635
0.268073,13,380.410572
-0.922275,100,380.909764
0.087003,29,381.055386
-0.570636,100,381.559321
-0.13029,57,381.838592
0.289416,22,381.949489
0.357598,15,382.042315
-0.591858,100,382.537867
-0.236129,63,382.853012
0.26693,14,382.92523
0.077452,3,382.942662
0.175873,18,383.032387
-0.435018,37,383.219338
-0.599778,100,383.716274
0.106372,3,383.733562
-0.117206,50,383.989813
0.016793,42,384.201167
0.017969,2,384.212526
0.140128,27,384.347356
-0.116177,63,384.672468
0.185173,21,384.779287
0.063947,4,384.800099
0.350445,8,384.842788
-0.010768,55,385.138276
0.160289,22,385.253598
0.068622,18,385.345965
-0.246144,44,385.568666
0.117888,34,385.739522
-0.272932,63,386.062345
-0.085395,39,386.265902
0.113198,26,386.398317
0.099807,30,386.547934
0.343342,32,386.709563
-0.207791,71,387.063897
0.225213,26,387.196102
0.044317,39,387.392371
0.173189,21,387.496014
0.10866,33,387.667893
0.185329,13,387.734922
0.108996,31,387.894102
-0.712061,100,388.403514
0.257353,26,388.535367
0.374934,25,388.668684
0.370935,21,388.777078
0.371921,18,388.870252
0.234988,35,389.050349
0.265923,24,389.172938
-0.674825,100,389.673501
0.071578,34,389.844466
0.341778,15,389.921026
0.168652,12,389.982315
0.234919,22,390.092152
-0.00642,44,390.316242
0.111147,22,390.428871
0.338896,19,390.527897
0.264653,28,390.669979
0.142726,23,390.785819
-0.159354,51,391.040167
0.075729,24,391.174296
0.377378,21,391.282566
0.483267,6,391.312084
-0.006597,35,391.490209
0.001666,13,391.559923
0.121584,3,391.576413
0.120862,26,391.709641
0.009464,13,391.778255
-0.24679,26,391.908628
0.269667,21,392.015
0.062353,34,392.188989
0.097855,28,392.332539
-0.182708,43,392.548662
0.288424,13,392.614848
-0.269618,76,392.991001
0.465258,16,393.071052
0.194743,47,393.311902
0.115883,26,393.441398
0.21882,28,393.580336
0.387104,17,393.665841
-0.591288,100,394.17478
-0.037187,40,394.380781
-0.329423,45,394.609585
-0.531341,77,394.996401
-0.023749,34,395.174292
-0.250863,52,395.43505
-0.187245,56,395.712309
0.346511,22,395.82472
0.283942,10,395.881485
0.228365,29,396.028493
-0.039136,51,396.290782
0.292134,20,396.390533
0.209554,28,396.533486
