episode,initial_length,final_length,best_length,relative_improvement,total_reward,num_steps,terminated,truncated,count_stop,count_two_opt,count_swap,count_relocate,count_perturb_two_opt
68,6.281358650833927,5.957612638991411,5.957612638991411,0.0515407620928531,0.022512110434720622,21,True,False,1,6,0,14,0
69,6.5417113399941,6.033518411826188,6.033518411826188,0.07768501264508103,0.03097447599069856,29,True,False,1,12,0,16,0
70,7.785131285596089,6.2371244716230265,6.2371244716230265,0.19884145265952766,0.3899046542971776,20,True,False,1,15,0,4,0
71,7.222771677890359,6.013542120684499,6.013542120684499,0.16741904785768527,0.31039252152887653,17,True,False,1,10,0,6,0
72,6.411791434672292,5.98444799264049,5.98444799264049,0.06664961678586531,-0.0791994347391834,44,True,False,1,13,0,30,0
73,6.86069885365501,5.73376344215445,5.73376344215445,0.16425956532113198,0.3283887541168652,14,True,False,1,9,0,4,0
74,7.496038752848898,6.273521691994918,6.273521691994918,0.16308841258182638,0.33974309502047156,10,True,False,1,8,0,1,0
75,6.7472680547268205,6.139337685195446,6.139337685195446,0.09010022495037624,0.1639316511753928,10,True,False,1,5,0,4,0
76,7.661418654281432,6.003371461473108,6.003371461473108,0.2164151663845908,0.4652761955840499,11,True,False,1,6,0,4,0
77,6.156376860268978,5.666004059729561,5.666004059729561,0.07965282367687802,0.081797500663569,21,True,False,1,4,0,16,0
78,7.284885375953831,6.32135651529759,6.32135651529759,0.13226410724823287,0.18121519022749416,27,True,False,1,16,0,10,0
79,6.70045356114104,5.821816527068762,5.821816527068762,0.13113097882923797,0.20446272836312207,21,True,False,1,12,0,8,0
80,7.52038259511984,6.5583369520067665,6.5583369520067665,0.127925093031486,0.26275307519398416,9,True,False,1,7,0,1,0
81,6.217070210634817,5.168946290417697,5.168946290417697,0.16858807842063878,0.3448849471322213,12,True,False,1,9,0,2,0
82,8.159857289141947,6.775044727507074,6.775044727507074,0.16971038984684164,0.3495581655946466,12,True,False,1,7,0,4,0
83,7.287403809259596,6.686604370308003,6.686604370308003,0.08244354981237609,0.13735035268479587,14,True,False,1,8,0,5,0
84,7.234069975434577,6.6461976832252825,6.6461976832252825,0.08126439116646494,0.1532055079528522,9,True,False,1,1,0,7,0
85,7.712437260064756,6.9303844438777435,6.9303844438777435,0.10140151417976605,0.09953003993353754,28,True,False,1,25,0,2,0
86,6.617888586305784,5.966983148358426,5.966983148358426,0.09835545422965553,0.1079664618533702,25,True,False,1,11,0,13,0
87,7.066429412051038,5.903747167081253,5.903747167081253,0.16453603045789364,0.344034628762537,9,True,False,1,5,0,3,0
88,7.4956257835412305,6.731544656754482,6.731544656754482,0.10193693613473938,0.17522369166192808,15,True,False,1,8,0,6,0
89,6.856614750474644,5.923828970710833,5.923828970710833,0.13604173687886423,0.21538441660977214,20,True,False,1,17,0,2,0
90,7.692210111333534,6.668220777392849,6.668220777392849,0.13312030211342793,0.25293218785564797,15,True,False,1,10,0,4,0
91,7.034404300869925,6.176124639066206,6.176124639066206,0.12201170491402917,0.1048822806596302,36,True,False,1,21,0,14,0
92,7.580187430081566,6.308520251173356,6.308520251173356,0.16776197035203483,0.3416323542141262,13,True,False,1,11,0,1,0
93,6.76917663637034,6.129088670253869,6.129088670253869,0.09455920572043003,0.07167932693841501,30,True,False,1,11,0,18,0
94,7.198750928902753,6.171292000916762,6.171292000916762,0.14272738953375602,0.2333773832709627,19,True,False,1,10,0,8,0
95,7.635579609813111,6.439812162822063,6.439812162822063,0.15660467287306765,0.3129826194883285,12,True,False,1,7,0,4,0
96,7.13699256618837,5.9590362345644685,5.9590362345644685,0.16504939870674531,0.3068356481433897,16,True,False,1,7,0,8,0
97,7.298946834101107,6.627328637306022,6.627328637306022,0.09201576776217167,0.1679800982582603,11,True,False,1,5,0,5,0
98,6.990893885360006,5.978239294982662,5.978239294982662,0.14485337740542698,0.2702524242409603,15,True,False,1,9,0,5,0
99,6.833326266427087,6.079142504176891,6.079142504176891,0.11036846959226676,0.2039873045203177,12,True,False,1,8,0,3,0
100,7.677726649757937,6.356358410774277,6.356358410774277,0.17210410050549535,0.3336790175292693,15,True,False,1,7,0,7,0
