method,initial_length,final_length,best_length,relative_improvement,num_steps,runtime_sec,instance_id,num_nodes,distribution,count_stop,count_two_opt,count_swap,count_relocate,count_perturb_two_opt,total_reward
random_operator,6.914868469247258,6.677627056157213,6.677627056157213,0.03430888297371629,7,0.00985823106020689,7,50,uniform,1.0,2.0,1.0,2.0,1.0,
fixed_schedule,6.914868469247258,6.40069573339473,6.40069573339473,0.07435755837428107,21,0.03572144499048591,7,50,uniform,0.0,7.0,7.0,7.0,0.0,
nearest_neighbor,6.682238029947119,6.682238029947119,6.682238029947119,0.0,0,0.00015731295570731163,8,50,uniform,,,,,,
nearest_neighbor_two_opt,6.682238029947119,5.976792753540161,5.976792753540161,0.10557021064580983,7,0.011101756943389773,8,50,uniform,,,,,,
random_operator,6.682238029947119,6.682238029947119,6.682238029947119,0.0,75,0.1022371940780431,8,50,uniform,1.0,21.0,15.0,16.0,22.0,
fixed_schedule,6.682238029947119,6.311106926908246,6.311106926908246,0.055539940567159135,12,0.019187945872545242,8,50,uniform,0.0,4.0,4.0,4.0,0.0,
nearest_neighbor,6.4524584949774635,6.4524584949774635,6.4524584949774635,0.0,0,0.00015000882558524609,9,50,uniform,,,,,,
nearest_neighbor_two_opt,6.4524584949774635,6.1799518737191725,6.1799518737191725,0.04223299095537115,5,0.008440903155133128,9,50,uniform,,,,,,
random_operator,6.4524584949774635,5.8008370871849735,5.8008370871849735,0.10098808203101288,26,0.036616096971556544,9,50,uniform,1.0,5.0,6.0,6.0,8.0,
fixed_schedule,6.4524584949774635,6.07619748111378,6.07619748111378,0.05831281427948142,17,0.028658138122409582,9,50,uniform,0.0,6.0,6.0,5.0,0.0,
nearest_neighbor,7.1817885855753225,7.1817885855753225,7.1817885855753225,0.0,0,0.00016374909318983555,10,50,uniform,,,,,,
nearest_neighbor_two_opt,7.1817885855753225,6.597970579585232,6.597970579585232,0.0812914497598402,6,0.009646243182942271,10,50,uniform,,,,,,
random_operator,7.1817885855753225,7.1817885855753225,7.1817885855753225,0.0,26,0.03964948304928839,10,50,uniform,1.0,5.0,9.0,7.0,4.0,
fixed_schedule,7.1817885855753225,6.5394868887492414,6.5394868887492414,0.0894347820424774,13,0.02289102994836867,10,50,uniform,0.0,5.0,4.0,4.0,0.0,
nearest_neighbor,7.770545034198237,7.770545034198237,7.770545034198237,0.0,0,0.0001429759431630373,11,50,uniform,,,,,,
nearest_neighbor_two_opt,7.770545034198237,6.363979827075648,6.363979827075648,0.1810124258893403,10,0.01570993196219206,11,50,uniform,,,,,,
random_operator,7.770545034198237,7.67431382910143,7.67431382910143,0.012384099786217455,10,0.011542099062353373,11,50,uniform,1.0,1.0,3.0,1.0,4.0,
fixed_schedule,7.770545034198237,6.123770853037248,6.123770853037248,0.21192518335760507,23,0.03673563897609711,11,50,uniform,0.0,8.0,8.0,7.0,0.0,
nearest_neighbor,6.249301619559028,6.249301619559028,6.249301619559028,0.0,0,0.00014312705025076866,12,50,uniform,,,,,,
nearest_neighbor_two_opt,6.249301619559028,5.936044105362247,5.936044105362247,0.050126803484144486,6,0.009937113849446177,12,50,uniform,,,,,,
random_operator,6.249301619559028,6.249301619559028,6.249301619559028,0.0,1,0.0001255518291145563,12,50,uniform,1.0,0.0,0.0,0.0,0.0,
fixed_schedule,6.249301619559028,5.896986114645915,5.896986114645915,0.05637678037661648,20,0.03395296703092754,12,50,uniform,0.0,7.0,7.0,6.0,0.0,
nearest_neighbor,7.185660825406796,7.185660825406796,7.185660825406796,0.0,0,0.00013190810568630695,13,50,uniform,,,,,,
nearest_neighbor_two_opt,7.185660825406796,6.401740344475442,6.401740344475442,0.10909511316754561,12,0.018854622030630708,13,50,uniform,,,,,,
random_operator,7.185660825406796,6.3284602882983485,6.3284602882983485,0.11929320878569567,16,0.024258245015516877,13,50,uniform,1.0,6.0,4.0,5.0,0.0,
fixed_schedule,7.185660825406796,6.7596302745365175,6.7596302745365175,0.05928898694521387,12,0.019216394051909447,13,50,uniform,0.0,4.0,4.0,4.0,0.0,
nearest_neighbor,7.283988500271708,7.283988500271708,7.283988500271708,0.0,0,0.0001367209479212761,14,50,uniform,,,,,,
nearest_neighbor_two_opt,7.283988500271708,6.4757229280008906,6.4757229280008906,0.11096469636664964,8,0.01263227709569037,14,50,uniform,,,,,,
random_operator,7.283988500271708,7.2797105687917885,7.2797105687917885,0.0005873061825619815,5,0.005304327001795173,14,50,uniform,1.0,0.0,0.0,2.0,2.0,
fixed_schedule,7.283988500271708,6.391923565983316,6.391923565983316,0.12246929470785366,10,0.01600777101702988,14,50,uniform,0.0,4.0,3.0,3.0,0.0,
nearest_neighbor,8.155379635750325,8.155379635750325,8.155379635750325,0.0,0,0.00013520498760044575,15,50,uniform,,,,,,
nearest_neighbor_two_opt,8.155379635750325,6.840567264763404,6.840567264763404,0.16122025334335688,14,0.02197527908720076,15,50,uniform,,,,,,
random_operator,8.155379635750325,7.864441735389698,7.864441735389698,0.035674354028261,15,0.02103900909423828,15,50,uniform,1.0,3.0,5.0,4.0,2.0,
fixed_schedule,8.155379635750325,6.74745154950622,6.74745154950622,0.17263795790354652,12,0.01930436701513827,15,50,uniform,0.0,4.0,4.0,4.0,0.0,
nearest_neighbor,5.9892138025044765,5.9892138025044765,5.9892138025044765,0.0,0,0.000154091976583004,16,50,uniform,,,,,,
nearest_neighbor_two_opt,5.9892138025044765,5.811754768053276,5.811754768053276,0.029629771169129702,3,0.004932453157380223,16,50,uniform,,,,,,
random_operator,5.9892138025044765,5.9892138025044765,5.9892138025044765,0.0,5,0.005950399907305837,16,50,uniform,1.0,1.0,1.0,1.0,1.0,
fixed_schedule,5.9892138025044765,5.600801433484281,5.600801433484281,0.06485197921265981,10,0.01612105593085289,16,50,uniform,0.0,4.0,3.0,3.0,0.0,
nearest_neighbor,6.799755701302437,6.799755701302437,6.799755701302437,0.0,0,0.00012958701699972153,17,50,uniform,,,,,,
nearest_neighbor_two_opt,6.799755701302437,6.06956507441837,6.06956507441837,0.10738483247923228,8,0.012603408191353083,17,50,uniform,,,,,,
random_operator,6.799755701302437,6.422311058834347,6.422311058834347,0.05550855928482748,17,0.023260682821273804,17,50,uniform,1.0,4.0,6.0,3.0,3.0,
fixed_schedule,6.799755701302437,5.616476885738432,5.616476885738432,0.1740178423376824,22,0.03504834813065827,17,50,uniform,0.0,8.0,7.0,7.0,0.0,
nearest_neighbor,6.792871129343707,6.792871129343707,6.792871129343707,0.0,0,0.00015865406021475792,18,50,uniform,,,,,,
nearest_neighbor_two_opt,6.792871129343707,6.792871129343707,6.792871129343707,0.0,1,0.001717905979603529,18,50,uniform,,,,,,
random_operator,6.792871129343707,6.792871129343707,6.792871129343707,0.0,100,0.13626066711731255,18,50,uniform,0.0,15.0,19.0,32.0,34.0,
fixed_schedule,6.792871129343707,6.541023143787794,6.541023143787794,0.03707533688781246,12,0.019189677899703383,18,50,uniform,0.0,4.0,4.0,4.0,0.0,
nearest_neighbor,7.462353189792149,7.462353189792149,7.462353189792149,0.0,0,0.00015840493142604828,19,50,uniform,,,,,,
nearest_neighbor_two_opt,7.462353189792149,6.643960994248043,6.643960994248043,0.10966945341900942,5,0.007974169915542006,19,50,uniform,,,,,,
random_operator,7.462353189792149,6.556021959598562,6.556021959598562,0.12145381049953115,22,0.0317224261816591,19,50,uniform,1.0,6.0,6.0,6.0,3.0,
fixed_schedule,7.462353189792149,6.799147667211768,6.799147667211768,0.08887351023368724,14,0.022276313044130802,19,50,uniform,0.0,5.0,5.0,4.0,0.0,
nearest_neighbor,6.76074422434973,6.76074422434973,6.76074422434973,0.0,0,0.00014900695532560349,20,50,uniform,,,,,,
nearest_neighbor_two_opt,6.76074422434973,6.243313538230832,6.243313538230832,0.0765345750332192,7,0.011189335025846958,20,50,uniform,,,,,,
random_operator,6.76074422434973,6.76074422434973,6.76074422434973,0.0,9,0.011126302881166339,20,50,uniform,1.0,0.0,3.0,2.0,3.0,
fixed_schedule,6.76074422434973,5.954254294393512,5.954254294393512,0.11929011114657109,21,0.03471499402076006,20,50,uniform,0.0,7.0,7.0,7.0,0.0,
nearest_neighbor,6.8431227280392655,6.8431227280392655,6.8431227280392655,0.0,0,0.00015956396237015724,21,50,uniform,,,,,,
nearest_neighbor_two_opt,6.8431227280392655,6.2579435687813705,6.2579435687813705,0.0855134684140853,7,0.011025498853996396,21,50,uniform,,,,,,
random_operator,6.8431227280392655,6.841165693301765,6.841165693301765,0.0002859856260478912,24,0.03177484683692455,21,50,uniform,1.0,4.0,6.0,5.0,8.0,
fixed_schedule,6.8431227280392655,6.085802538454758,6.085802538454758,0.11066880131806424,20,0.03381359297782183,21,50,uniform,0.0,7.0,7.0,6.0,0.0,
nearest_neighbor,7.801630836649677,7.801630836649677,7.801630836649677,0.0,0,0.00014851288869976997,22,50,uniform,,,,,,
nearest_neighbor_two_opt,7.801630836649677,7.101570761194516,7.101570761194516,0.08973253030206103,7,0.011041156016290188,22,50,uniform,,,,,,
random_operator,7.801630836649677,7.801630836649677,7.801630836649677,0.0,12,0.015165848890319467,22,50,uniform,1.0,5.0,2.0,1.0,3.0,
fixed_schedule,7.801630836649677,6.660005568713906,6.660005568713906,0.1463316185857916,31,0.04907826310954988,22,50,uniform,0.0,11.0,10.0,10.0,0.0,
nearest_neighbor,6.1648138230214595,6.1648138230214595,6.1648138230214595,0.0,0,0.00013938709162175655,23,50,uniform,,,,,,
nearest_neighbor_two_opt,6.1648138230214595,5.822447704588635,5.822447704588635,0.05553551628020233,5,0.007899006130173802,23,50,uniform,,,,,,
random_operator,6.1648138230214595,6.1648138230214595,6.1648138230214595,0.0,12,0.015810562064871192,23,50,uniform,1.0,1.0,6.0,2.0,2.0,
fixed_schedule,6.1648138230214595,5.909745175413789,5.909745175413789,0.04137491494960631,7,0.011196668958291411,23,50,uniform,0.0,3.0,2.0,2.0,0.0,
nearest_neighbor,8.056586633677405,8.056586633677405,8.056586633677405,0.0,0,0.00015507708303630352,24,50,uniform,,,,,,
nearest_neighbor_two_opt,8.056586633677405,6.222261402501295,6.222261402501295,0.22768019690974733,14,0.021884848829358816,24,50,uniform,,,,,,
random_operator,8.056586633677405,8.056586633677405,8.056586633677405,0.0,1,0.0001235648524016142,24,50,uniform,1.0,0.0,0.0,0.0,0.0,
fixed_schedule,8.056586633677405,5.846689475191032,5.846689475191032,0.27429695216690947,31,0.049342246958985925,24,50,uniform,0.0,11.0,10.0,10.0,0.0,
nearest_neighbor,8.089290998829787,8.089290998829787,8.089290998829787,0.0,0,0.0001565988641232252,25,50,uniform,,,,,,
nearest_neighbor_two_opt,8.089290998829787,6.977876727129169,6.977876727129169,0.13739328599520004,11,0.017225613119080663,25,50,uniform,,,,,,
random_operator,8.089290998829787,8.025714818461966,8.025714818461966,0.007859301931036785,28,0.03839899180456996,25,50,uniform,1.0,6.0,5.0,9.0,7.0,
fixed_schedule,8.089290998829787,6.862505381714487,6.862505381714487,0.15165551805377864,23,0.03634449606761336,25,50,uniform,0.0,8.0,8.0,7.0,0.0,
nearest_neighbor,6.604917963604593,6.604917963604593,6.604917963604593,0.0,0,0.00016078189946711063,26,50,uniform,,,,,,
nearest_neighbor_two_opt,6.604917963604593,6.4920223561544494,6.4920223561544494,0.01709265854204969,2,0.0032785648945719004,26,50,uniform,,,,,,
random_operator,6.604917963604593,6.539682290064631,6.539682290064631,0.009876833277783817,18,0.023605007911100984,26,50,uniform,1.0,6.0,3.0,3.0,5.0,
fixed_schedule,6.604917963604593,6.193687947598864,6.193687947598864,0.06226118451004995,8,0.012706639943644404,26,50,uniform,0.0,3.0,3.0,2.0,0.0,
nearest_neighbor,5.5221379327279765,5.5221379327279765,5.5221379327279765,0.0,0,0.00017347093671560287,27,50,uniform,,,,,,
nearest_neighbor_two_opt,5.5221379327279765,5.434872369947393,5.434872369947393,0.015802858212466558,3,0.00528543209657073,27,50,uniform,,,,,,
random_operator,5.5221379327279765,5.5221379327279765,5.5221379327279765,0.0,15,0.016995972022414207,27,50,uniform,1.0,1.0,3.0,1.0,9.0,
fixed_schedule,5.5221379327279765,5.333457303619664,5.333457303619664,0.03416803988000045,10,0.01688222400844097,27,50,uniform,0.0,4.0,3.0,3.0,0.0,
nearest_neighbor,6.005203160409832,6.005203160409832,6.005203160409832,0.0,0,0.00016367505304515362,28,50,uniform,,,,,,
nearest_neighbor_two_opt,6.005203160409832,5.690211381691642,5.690211381691642,0.05245314276706211,5,0.008209156105294824,28,50,uniform,,,,,,
random_operator,6.005203160409832,5.91863888318819,5.91863888318819,0.014414879048943698,50,0.07238928996957839,28,50,uniform,1.0,12.0,15.0,14.0,8.0,
fixed_schedule,6.005203160409832,5.708695686596346,5.708695686596346,0.049375094546052094,7,0.011211885837838054,28,50,uniform,0.0,3.0,2.0,2.0,0.0,
nearest_neighbor,7.386728990809955,7.386728990809955,7.386728990809955,0.0,0,0.00013564806431531906,29,50,uniform,,,,,,
nearest_neighbor_two_opt,7.386728990809955,6.517887191363494,6.517887191363494,0.11762199486774352,11,0.01731652091257274,29,50,uniform,,,,,,
random_operator,7.386728990809955,7.3005710850038374,7.3005710850038374,0.011663878005177776,10,0.009980659931898117,29,50,uniform,1.0,0.0,2.0,1.0,6.0,
fixed_schedule,7.386728990809955,6.647886986992244,6.647886986992244,0.1000228930473726,13,0.020667623030021787,29,50,uniform,0.0,5.0,4.0,4.0,0.0,
nearest_neighbor,6.891735029841009,6.891735029841009,6.891735029841009,0.0,0,0.00016206991858780384,30,50,uniform,,,,,,
nearest_neighbor_two_opt,6.891735029841009,5.994237527465131,5.994237527465131,0.13022809183605297,10,0.01593266800045967,30,50,uniform,,,,,,
random_operator,6.891735029841009,6.494691468611355,6.494691468611355,0.057611553478255896,9,0.011712361127138138,30,50,uniform,1.0,3.0,2.0,1.0,2.0,
fixed_schedule,6.891735029841009,6.495337339046354,6.495337339046354,0.05751783681152355,8,0.012755636125802994,30,50,uniform,0.0,3.0,3.0,2.0,0.0,
nearest_neighbor,7.801500117102446,7.801500117102446,7.801500117102446,0.0,0,0.00013073906302452087,31,50,uniform,,,,,,
nearest_neighbor_two_opt,7.801500117102446,6.889133407008763,6.889133407008763,0.11694759935894802,12,0.019142728066071868,31,50,uniform,,,,,,
random_operator,7.801500117102446,7.3991467990649475,7.3991467990649475,0.051573839902336154,17,0.023669036105275154,31,50,uniform,1.0,5.0,3.0,5.0,3.0,
fixed_schedule,7.801500117102446,6.311839313502128,6.311839313502128,0.19094543116581947,22,0.03492810600437224,31,50,uniform,0.0,8.0,7.0,7.0,0.0,
nearest_neighbor,7.166341339830554,7.166341339830554,7.166341339830554,0.0,0,0.0001333791296929121,32,50,uniform,,,,,,
nearest_neighbor_two_opt,7.166341339830554,7.144611691724489,7.144611691724489,0.003032181565967546,2,0.0032872080337256193,32,50,uniform,,,,,,
random_operator,7.166341339830554,7.166341339830554,7.166341339830554,0.0,12,0.014845474157482386,32,50,uniform,1.0,2.0,2.0,3.0,4.0,
fixed_schedule,7.166341339830554,6.268606627197563,6.268606627197563,0.1252709953464507,18,0.0288847959600389,32,50,uniform,0.0,6.0,6.0,6.0,0.0,
nearest_neighbor,7.024932836579338,7.024932836579338,7.024932836579338,0.0,0,0.00014252401888370514,33,50,uniform,,,,,,
