method,initial_length,final_length,best_length,relative_improvement,num_steps,runtime_sec,instance_id,num_nodes,distribution,count_stop,count_two_opt,count_swap,count_relocate,count_perturb_two_opt,total_reward,eval_distribution,eval_num_nodes
dqn_efficiency,6.157659348301443,5.659206153773493,5.659206153773493,0.08094848485982672,22,0.09396755904890597,48,50,uniform,1.0,9.0,0.0,12.0,0.0,0.07845870610836903,uniform,50
dqn_efficiency,7.430330022075881,5.968637012053221,5.968637012053221,0.19671979652046376,21,0.09071910916827619,49,50,uniform,1.0,9.0,0.0,11.0,0.0,0.3600888133828624,uniform,50
dqn_efficiency,6.967878036789873,6.170720026763335,6.170720026763335,0.11440470195052264,18,0.0771357761695981,50,50,uniform,1.0,10.0,0.0,7.0,0.0,0.19095961543583656,uniform,50
nearest_neighbor,9.199753057323948,9.199753057323948,9.199753057323948,0.0,0,0.0004354901611804962,1,100,uniform,,,,,,,uniform,100
nearest_neighbor_two_opt,9.199753057323948,9.199753057323948,9.199753057323948,0.0,1,0.0026846369728446007,1,100,uniform,,,,,,,uniform,100
random_operator,9.199753057323948,9.199753057323948,9.199753057323948,0.0,1,0.0004511279985308647,1,100,uniform,1.0,0.0,0.0,0.0,0.0,,uniform,100
fixed_schedule,9.199753057323948,9.199753057323948,9.199753057323948,0.0,3,0.00849740905687213,1,100,uniform,0.0,1.0,1.0,1.0,0.0,,uniform,100
nearest_neighbor,9.758865247965586,9.758865247965586,9.758865247965586,0.0,0,0.000419034855440259,2,100,uniform,,,,,,,uniform,100
nearest_neighbor_two_opt,9.758865247965586,9.276407299084193,9.276407299084193,0.049437914821292395,11,0.022174126002937555,2,100,uniform,,,,,,,uniform,100
random_operator,9.758865247965586,9.558859226355064,9.558859226355064,0.020494803087092162,29,0.055902394000440836,2,100,uniform,1.0,9.0,4.0,10.0,5.0,,uniform,100
fixed_schedule,9.758865247965586,9.47712885155354,9.47712885155354,0.02886979062148438,16,0.03311873599886894,2,100,uniform,0.0,6.0,5.0,5.0,0.0,,uniform,100
nearest_neighbor,8.320981070245875,8.320981070245875,8.320981070245875,0.0,0,0.0004363639745861292,3,100,uniform,,,,,,,uniform,100
nearest_neighbor_two_opt,8.320981070245875,8.098733174204696,8.098733174204696,0.026709338017351276,5,0.010070103220641613,3,100,uniform,,,,,,,uniform,100
random_operator,8.320981070245875,8.320981070245875,8.320981070245875,0.0,3,0.00427002995274961,3,100,uniform,1.0,1.0,1.0,0.0,0.0,,uniform,100
fixed_schedule,8.320981070245875,8.319827594183868,8.319827594183868,0.00013862260378536546,4,0.00858586304821074,3,100,uniform,0.0,2.0,1.0,1.0,0.0,,uniform,100
nearest_neighbor,9.493199896930635,9.493199896930635,9.493199896930635,0.0,0,0.0004296470433473587,4,100,uniform,,,,,,,uniform,100
nearest_neighbor_two_opt,9.493199896930635,9.101338830927515,9.101338830927515,0.041278080126577486,8,0.015997652197256684,4,100,uniform,,,,,,,uniform,100
random_operator,9.493199896930635,9.387371153611113,9.387371153611113,0.011147847350579755,2,0.002377584110945463,4,100,uniform,1.0,1.0,0.0,0.0,0.0,,uniform,100
fixed_schedule,9.493199896930635,8.398009203835407,8.398009203835407,0.11536580973601196,25,0.05361550790257752,4,100,uniform,0.0,9.0,8.0,8.0,0.0,,uniform,100
nearest_neighbor,8.90361595824929,8.90361595824929,8.90361595824929,0.0,0,0.0004213110078126192,5,100,uniform,,,,,,,uniform,100
nearest_neighbor_two_opt,8.90361595824929,8.736708920624519,8.736708920624519,0.01874598347541371,3,0.00623169494792819,5,100,uniform,,,,,,,uniform,100
random_operator,8.90361595824929,8.74957116591365,8.74957116591365,0.017301374302079547,5,0.008014796068891883,5,100,uniform,1.0,1.0,3.0,0.0,0.0,,uniform,100
fixed_schedule,8.90361595824929,8.88997659451007,8.88997659451007,0.0015318903918561965,4,0.008699405007064342,5,100,uniform,0.0,2.0,1.0,1.0,0.0,,uniform,100
nearest_neighbor,10.618333972546653,10.618333972546653,10.618333972546653,0.0,0,0.0004202870186418295,6,100,uniform,,,,,,,uniform,100
nearest_neighbor_two_opt,10.618333972546653,10.194470490020736,10.194470490020736,0.03991807788508082,5,0.010108432965353131,6,100,uniform,,,,,,,uniform,100
random_operator,10.618333972546653,10.303915894151228,10.303915894151228,0.029610867317635944,9,0.014502523001283407,6,100,uniform,1.0,2.0,3.0,1.0,2.0,,uniform,100
