method,initial_length,final_length,best_length,relative_improvement,num_steps,runtime_sec,instance_id,num_nodes,distribution,count_stop,count_two_opt,count_swap,count_relocate,count_perturb_two_opt,total_reward,eval_distribution,eval_num_nodes
nearest_neighbor,3.156263008830589,3.156263008830589,3.156263008830589,0.0,0,0.0004431570414453745,11,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.156263008830589,3.097133970872167,3.097133970872167,0.018733875406767755,3,0.006441885139793158,11,100,clustered,,,,,,,clustered,100
random_operator,3.156263008830589,3.1502896635768196,3.1502896635768196,0.0018925372305975013,8,0.013400302035734057,11,100,clustered,1.0,4.0,2.0,0.0,1.0,,clustered,100
fixed_schedule,3.156263008830589,2.9054153231428117,2.9054153231428117,0.07947616690559567,21,0.04472302389331162,11,100,clustered,0.0,7.0,7.0,7.0,0.0,,clustered,100
nearest_neighbor,4.023315548029699,4.023315548029699,4.023315548029699,0.0,0,0.000419161980971694,12,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,4.023315548029699,3.7869534426966367,3.7869534426966367,0.058748090352697756,13,0.0253489229362458,12,100,clustered,,,,,,,clustered,100
random_operator,4.023315548029699,3.9693496584157164,3.9693496584157164,0.013413287864137565,69,0.1169553049840033,12,100,clustered,1.0,15.0,20.0,10.0,23.0,,clustered,100
fixed_schedule,4.023315548029699,3.6433587013368305,3.6433587013368305,0.09443873893484228,34,0.07042438490316272,12,100,clustered,0.0,12.0,11.0,11.0,0.0,,clustered,100
nearest_neighbor,3.677929651190356,3.677929651190356,3.677929651190356,0.0,0,0.0004310351796448231,13,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.677929651190356,3.6005962195519237,3.6005962195519237,0.021026348781142016,9,0.01764105213806033,13,100,clustered,,,,,,,clustered,100
random_operator,3.677929651190356,3.5981335606157554,3.5981335606157554,0.02169592627982289,47,0.08614030899479985,13,100,clustered,1.0,12.0,8.0,15.0,11.0,,clustered,100
fixed_schedule,3.677929651190356,3.536443926540832,3.536443926540832,0.03846885015969042,16,0.03288851887919009,13,100,clustered,0.0,6.0,5.0,5.0,0.0,,clustered,100
nearest_neighbor,3.3029741039469673,3.3029741039469673,3.3029741039469673,0.0,0,0.0004222139250487089,14,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.3029741039469673,2.960479219530736,2.960479219530736,0.10369287606795306,16,0.030960417119786143,14,100,clustered,,,,,,,clustered,100
random_operator,3.3029741039469673,3.3029741039469673,3.3029741039469673,0.0,5,0.005696658045053482,14,100,clustered,1.0,1.0,0.0,0.0,3.0,,clustered,100
fixed_schedule,3.3029741039469673,3.1387604490019267,3.1387604490019267,0.04971690657483799,21,0.04336627805605531,14,100,clustered,0.0,7.0,7.0,7.0,0.0,,clustered,100
nearest_neighbor,3.5045354502311308,3.5045354502311308,3.5045354502311308,0.0,0,0.0004281019791960716,15,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.5045354502311308,3.3188380135054576,3.3188380135054576,0.052987746696477586,7,0.014044289011508226,15,100,clustered,,,,,,,clustered,100
random_operator,3.5045354502311308,3.462472353205512,3.462472353205512,0.012002474400093369,20,0.035133987898007035,15,100,clustered,1.0,4.0,7.0,4.0,4.0,,clustered,100
fixed_schedule,3.5045354502311308,3.195250328578851,3.195250328578851,0.08825281582809553,25,0.05153994099237025,15,100,clustered,0.0,9.0,8.0,8.0,0.0,,clustered,100
nearest_neighbor,3.651459750953457,3.651459750953457,3.651459750953457,0.0,0,0.00042896997183561325,16,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.651459750953457,3.522077828019651,3.522077828019651,0.03543293141873533,5,0.010315926047042012,16,100,clustered,,,,,,,clustered,100
random_operator,3.651459750953457,3.651459750953457,3.651459750953457,0.0,9,0.014340673107653856,16,100,clustered,1.0,1.0,3.0,1.0,3.0,,clustered,100
fixed_schedule,3.651459750953457,3.3828205586854403,3.3828205586854403,0.07357035558118112,34,0.07058209390379488,16,100,clustered,0.0,12.0,11.0,11.0,0.0,,clustered,100
nearest_neighbor,4.563170881947158,4.563170881947158,4.563170881947158,0.0,0,0.00046081608161330223,17,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,4.563170881947158,4.210613725551427,4.210613725551427,0.07726144067725353,10,0.02121782209724188,17,100,clustered,,,,,,,clustered,100
random_operator,4.563170881947158,4.563170881947158,4.563170881947158,0.0,38,0.06267635617405176,17,100,clustered,1.0,11.0,5.0,5.0,16.0,,clustered,100
fixed_schedule,4.563170881947158,4.194119643858371,4.194119643858371,0.08087605036857816,22,0.04574165912345052,17,100,clustered,0.0,8.0,7.0,7.0,0.0,,clustered,100
nearest_neighbor,3.406373437187988,3.406373437187988,3.406373437187988,0.0,0,0.00043817912228405476,18,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.406373437187988,3.3644281592557426,3.3644281592557426,0.012313763803557544,3,0.006439338903874159,18,100,clustered,,,,,,,clustered,100
random_operator,3.406373437187988,3.1940026941453836,3.1940026941453836,0.06234511481451649,64,0.11273598996922374,18,100,clustered,1.0,11.0,18.0,16.0,18.0,,clustered,100
fixed_schedule,3.406373437187988,3.155689346764325,3.155689346764325,0.0735926624153711,23,0.04701452609151602,18,100,clustered,0.0,8.0,8.0,7.0,0.0,,clustered,100
nearest_neighbor,4.114038628172735,4.114038628172735,4.114038628172735,0.0,0,0.0004406562075018883,19,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,4.114038628172735,4.027710358814295,4.027710358814295,0.020983825666406882,3,0.006445483071729541,19,100,clustered,,,,,,,clustered,100
random_operator,4.114038628172735,3.91291888194032,3.91291888194032,0.04888620754680257,21,0.03661835100501776,19,100,clustered,1.0,6.0,2.0,6.0,6.0,,clustered,100
fixed_schedule,4.114038628172735,3.722400958386779,3.722400958386779,0.0951954284298743,14,0.029795706970617175,19,100,clustered,0.0,5.0,5.0,4.0,0.0,,clustered,100
nearest_neighbor,3.7669395722922747,3.7669395722922747,3.7669395722922747,0.0,0,0.0004571019671857357,20,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.7669395722922747,3.5743503535778105,3.5743503535778105,0.05112617683889975,3,0.006762949982658029,20,100,clustered,,,,,,,clustered,100
random_operator,3.7669395722922747,3.7323906626512824,3.7323906626512824,0.009171612386648527,22,0.03320183092728257,20,100,clustered,1.0,3.0,7.0,1.0,10.0,,clustered,100
fixed_schedule,3.7669395722922747,3.26343259475454,3.26343259475454,0.13366473442825585,40,0.08238469017669559,20,100,clustered,0.0,14.0,13.0,13.0,0.0,,clustered,100
nearest_neighbor,3.728792536000071,3.728792536000071,3.728792536000071,0.0,0,0.0004623951390385628,21,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.728792536000071,3.662671655632878,3.662671655632878,0.0177325178938814,3,0.006562856957316399,21,100,clustered,,,,,,,clustered,100
random_operator,3.728792536000071,3.728792536000071,3.728792536000071,0.0,20,0.037426281021907926,21,100,clustered,1.0,3.0,5.0,6.0,5.0,,clustered,100
fixed_schedule,3.728792536000071,3.6104875388234032,3.6104875388234032,0.03172742812438021,10,0.02101575001142919,21,100,clustered,0.0,4.0,3.0,3.0,0.0,,clustered,100
nearest_neighbor,3.6940819109795884,3.6940819109795884,3.6940819109795884,0.0,0,0.000443906057626009,22,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.6940819109795884,3.566399345731865,3.566399345731865,0.0345640861043779,7,0.013899646932259202,22,100,clustered,,,,,,,clustered,100
random_operator,3.6940819109795884,3.6878543286743026,3.6878543286743026,0.001685826804970422,22,0.0361189148388803,22,100,clustered,1.0,5.0,4.0,4.0,8.0,,clustered,100
fixed_schedule,3.6940819109795884,3.6508154803523984,3.6508154803523984,0.011712363631838536,10,0.021657918114215136,22,100,clustered,0.0,4.0,3.0,3.0,0.0,,clustered,100
nearest_neighbor,4.094829918555653,4.094829918555653,4.094829918555653,0.0,0,0.0004401670303195715,23,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,4.094829918555653,3.797616011647526,3.797616011647526,0.07258272329243927,14,0.02815575897693634,23,100,clustered,,,,,,,clustered,100
random_operator,4.094829918555653,4.0206417803786705,4.0206417803786705,0.01811751395114115,31,0.05845237080939114,23,100,clustered,1.0,11.0,9.0,6.0,4.0,,clustered,100
fixed_schedule,4.094829918555653,3.651895726063978,3.651895726063978,0.10816913066023229,38,0.07859898498281837,23,100,clustered,0.0,13.0,13.0,12.0,0.0,,clustered,100
nearest_neighbor,4.344090018400516,4.344090018400516,4.344090018400516,0.0,0,0.0004189019091427326,24,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,4.344090018400516,4.153681978569164,4.153681978569164,0.043831513395171294,8,0.015722260111942887,24,100,clustered,,,,,,,clustered,100
random_operator,4.344090018400516,4.344090018400516,4.344090018400516,0.0,16,0.027658395934849977,24,100,clustered,1.0,4.0,3.0,4.0,4.0,,clustered,100
fixed_schedule,4.344090018400516,3.937665432518527,3.937665432518527,0.09355804878823244,35,0.07245407300069928,24,100,clustered,0.0,12.0,12.0,11.0,0.0,,clustered,100
nearest_neighbor,3.692122272277604,3.692122272277604,3.692122272277604,0.0,0,0.0004450830165296793,25,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.692122272277604,3.650338539210938,3.650338539210938,0.01131699602161065,2,0.004459416028112173,25,100,clustered,,,,,,,clustered,100
random_operator,3.692122272277604,3.649387706272083,3.649387706272083,0.011574526208515505,6,0.010579861933365464,25,100,clustered,1.0,1.0,1.0,2.0,1.0,,clustered,100
fixed_schedule,3.692122272277604,3.448702526125611,3.448702526125611,0.06592949209177508,10,0.02166602504439652,25,100,clustered,0.0,4.0,3.0,3.0,0.0,,clustered,100
nearest_neighbor,4.275648054871073,4.275648054871073,4.275648054871073,0.0,0,0.0004546989221125841,26,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,4.275648054871073,4.150076872271439,4.150076872271439,0.02936892395915884,6,0.012844248907640576,26,100,clustered,,,,,,,clustered,100
random_operator,4.275648054871073,4.250296427568169,4.250296427568169,0.005929306382928858,4,0.006118644028902054,26,100,clustered,1.0,0.0,1.0,1.0,1.0,,clustered,100
fixed_schedule,4.275648054871073,3.9609144657897013,3.9609144657897013,0.07361073340047453,19,0.04083777102641761,26,100,clustered,0.0,7.0,6.0,6.0,0.0,,clustered,100
nearest_neighbor,3.632101619579457,3.632101619579457,3.632101619579457,0.0,0,0.00041832285933196545,27,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.632101619579457,3.4115776171959697,3.4115776171959697,0.06071526225882984,4,0.008162213023751974,27,100,clustered,,,,,,,clustered,100
random_operator,3.632101619579457,3.632101619579457,3.632101619579457,0.0,7,0.010819602059200406,27,100,clustered,1.0,2.0,1.0,1.0,2.0,,clustered,100
fixed_schedule,3.632101619579457,3.2207101792786683,3.2207101792786683,0.11326539931677951,34,0.0693489289842546,27,100,clustered,0.0,12.0,11.0,11.0,0.0,,clustered,100
nearest_neighbor,3.9754226758801403,3.9754226758801403,3.9754226758801403,0.0,0,0.0004423470236361027,28,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.9754226758801403,3.8561394187895033,3.8561394187895033,0.030005176006656517,3,0.006406652042642236,28,100,clustered,,,,,,,clustered,100
random_operator,3.9754226758801403,3.8422257008128455,3.8422257008128455,0.033505110255428516,15,0.027578639797866344,28,100,clustered,1.0,4.0,5.0,3.0,2.0,,clustered,100
fixed_schedule,3.9754226758801403,3.6858072849775025,3.6858072849775025,0.07285147128123132,24,0.04945844202302396,28,100,clustered,0.0,8.0,8.0,8.0,0.0,,clustered,100
nearest_neighbor,4.1301267250835885,4.1301267250835885,4.1301267250835885,0.0,0,0.0004445950035005808,29,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,4.1301267250835885,3.9220591748387816,3.9220591748387816,0.05037800631664536,8,0.016923984978348017,29,100,clustered,,,,,,,clustered,100
random_operator,4.1301267250835885,4.029486123822408,4.029486123822408,0.02436743663335024,3,0.004444255027920008,29,100,clustered,1.0,2.0,0.0,0.0,0.0,,clustered,100
fixed_schedule,4.1301267250835885,3.704267321846657,3.704267321846657,0.10311049311163994,28,0.05852593621239066,29,100,clustered,0.0,10.0,9.0,9.0,0.0,,clustered,100
nearest_neighbor,3.229089122294889,3.229089122294889,3.229089122294889,0.0,0,0.0004218961112201214,30,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.229089122294889,3.0793661350385007,3.0793661350385007,0.046366941755383126,4,0.008118599187582731,30,100,clustered,,,,,,,clustered,100
random_operator,3.229089122294889,3.1068282892338273,3.1068282892338273,0.03786232848666991,35,0.05947891506366432,30,100,clustered,1.0,10.0,6.0,7.0,11.0,,clustered,100
fixed_schedule,3.229089122294889,3.0780228390218256,3.0780228390218256,0.0467829401889353,9,0.0187984190415591,30,100,clustered,0.0,3.0,3.0,3.0,0.0,,clustered,100
nearest_neighbor,3.897261773737016,3.897261773737016,3.897261773737016,0.0,0,0.00042415992356836796,31,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.897261773737016,3.7232496827889072,3.7232496827889072,0.044649833922049256,7,0.013839830877259374,31,100,clustered,,,,,,,clustered,100
random_operator,3.897261773737016,3.891346769700254,3.891346769700254,0.001517733316407467,24,0.0438249500002712,31,100,clustered,1.0,4.0,8.0,7.0,4.0,,clustered,100
fixed_schedule,3.897261773737016,3.3189126069875483,3.3189126069875483,0.14839885035356476,52,0.10586136905476451,31,100,clustered,0.0,18.0,17.0,17.0,0.0,,clustered,100
nearest_neighbor,4.33366277896213,4.33366277896213,4.33366277896213,0.0,0,0.0004169810563325882,32,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,4.33366277896213,4.0786150953820295,4.0786150953820295,0.05885268342018568,3,0.006157489959150553,32,100,clustered,,,,,,,clustered,100
random_operator,4.33366277896213,4.254791703533708,4.254791703533708,0.01819963376276152,8,0.013156651053577662,32,100,clustered,1.0,2.0,1.0,2.0,2.0,,clustered,100
fixed_schedule,4.33366277896213,3.686255956861965,3.686255956861965,0.14939021680298176,46,0.0939926658757031,32,100,clustered,0.0,16.0,15.0,15.0,0.0,,clustered,100
nearest_neighbor,3.3605915605081624,3.3605915605081624,3.3605915605081624,0.0,0,0.0004270840436220169,33,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.3605915605081624,3.3605915605081624,3.3605915605081624,0.0,1,0.0023599439300596714,33,100,clustered,,,,,,,clustered,100
random_operator,3.3605915605081624,3.3423030383775667,3.3423030383775667,0.005442054412536311,2,0.002368507906794548,33,100,clustered,1.0,1.0,0.0,0.0,0.0,,clustered,100
fixed_schedule,3.3605915605081624,3.2404832618921993,3.2404832618921993,0.035740225032821704,18,0.03744563111104071,33,100,clustered,0.0,6.0,6.0,6.0,0.0,,clustered,100
nearest_neighbor,3.559587409837705,3.559587409837705,3.559587409837705,0.0,0,0.0004230770282447338,34,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.559587409837705,3.529877739729669,3.529877739729669,0.008346380264725886,6,0.01194336311891675,34,100,clustered,,,,,,,clustered,100
random_operator,3.559587409837705,3.5518884088030016,3.5518884088030016,0.0021628914107926296,7,0.010918508982285857,34,100,clustered,1.0,2.0,3.0,0.0,1.0,,clustered,100
fixed_schedule,3.559587409837705,3.4821530143120625,3.4821530143120625,0.021753755873963273,7,0.014536836184561253,34,100,clustered,0.0,3.0,2.0,2.0,0.0,,clustered,100
nearest_neighbor,4.4536561047183705,4.4536561047183705,4.4536561047183705,0.0,0,0.0004258258268237114,35,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,4.4536561047183705,4.252989647921679,4.252989647921679,0.04505656747589864,13,0.025197847979143262,35,100,clustered,,,,,,,clustered,100
random_operator,4.4536561047183705,4.452828346278306,4.452828346278306,0.00018586043030751853,75,0.129623597022146,35,100,clustered,1.0,12.0,17.0,20.0,25.0,,clustered,100
fixed_schedule,4.4536561047183705,4.321936185200695,4.321936185200695,0.029575682634796763,15,0.030976469162851572,35,100,clustered,0.0,5.0,5.0,5.0,0.0,,clustered,100
nearest_neighbor,3.871445364497574,3.871445364497574,3.871445364497574,0.0,0,0.0004212500061839819,36,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.871445364497574,3.8016982529936616,3.8016982529936616,0.018015780913122593,3,0.006204442121088505,36,100,clustered,,,,,,,clustered,100
random_operator,3.871445364497574,3.7988788406748686,3.7988788406748686,0.018744039238720558,5,0.008015605853870511,36,100,clustered,1.0,3.0,1.0,0.0,0.0,,clustered,100
fixed_schedule,3.871445364497574,3.649964106713071,3.649964106713071,0.057208932822753696,22,0.04549971502274275,36,100,clustered,0.0,8.0,7.0,7.0,0.0,,clustered,100
nearest_neighbor,3.84322040005358,3.84322040005358,3.84322040005358,0.0,0,0.00041979807429015636,37,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.84322040005358,3.5926038970315903,3.5926038970315903,0.0652100262109599,12,0.023356699151918292,37,100,clustered,,,,,,,clustered,100
random_operator,3.84322040005358,3.7187207528631747,3.7187207528631747,0.032394615512727216,11,0.01759475003927946,37,100,clustered,1.0,3.0,3.0,1.0,3.0,,clustered,100
fixed_schedule,3.84322040005358,3.5995280918982475,3.5995280918982475,0.06340836142312711,13,0.02801682217977941,37,100,clustered,0.0,5.0,4.0,4.0,0.0,,clustered,100
nearest_neighbor,3.2270832870575332,3.2270832870575332,3.2270832870575332,0.0,0,0.0004187868908047676,38,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.2270832870575332,3.170119102630047,3.170119102630047,0.017651910211287595,3,0.006186545826494694,38,100,clustered,,,,,,,clustered,100
random_operator,3.2270832870575332,3.186144361123527,3.186144361123527,0.012686045661788395,24,0.04152643610723317,38,100,clustered,1.0,8.0,7.0,3.0,5.0,,clustered,100
fixed_schedule,3.2270832870575332,3.0077573815264502,3.0077573815264502,0.06796412922179805,30,0.06166417105123401,38,100,clustered,0.0,10.0,10.0,10.0,0.0,,clustered,100
nearest_neighbor,3.1546373323201635,3.1546373323201635,3.1546373323201635,0.0,0,0.0004222281277179718,39,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.1546373323201635,2.9564264610824833,2.9564264610824833,0.062831587392615,5,0.009994823951274157,39,100,clustered,,,,,,,clustered,100
random_operator,3.1546373323201635,3.0625091272215728,3.0625091272215728,0.029204055932106964,45,0.08009225991554558,39,100,clustered,1.0,10.0,13.0,10.0,11.0,,clustered,100
fixed_schedule,3.1546373323201635,3.0463978526402906,3.0463978526402906,0.03431122765553061,18,0.038494354113936424,39,100,clustered,0.0,6.0,6.0,6.0,0.0,,clustered,100
nearest_neighbor,3.243190324372801,3.243190324372801,3.243190324372801,0.0,0,0.00042362185195088387,40,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.243190324372801,3.200279864518018,3.200279864518018,0.013230941006547661,8,0.01565717696212232,40,100,clustered,,,,,,,clustered,100
random_operator,3.243190324372801,3.19341326156241,3.19341326156241,0.015348178130747604,26,0.04236764903180301,40,100,clustered,1.0,11.0,2.0,3.0,9.0,,clustered,100
fixed_schedule,3.243190324372801,3.1343397047051265,3.1343397047051265,0.03356282203041074,31,0.06465417193248868,40,100,clustered,0.0,11.0,10.0,10.0,0.0,,clustered,100
nearest_neighbor,3.708770859312649,3.708770859312649,3.708770859312649,0.0,0,0.0004184700082987547,41,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.708770859312649,3.708770859312649,3.708770859312649,0.0,1,0.002378373872488737,41,100,clustered,,,,,,,clustered,100
random_operator,3.708770859312649,3.7083922224759434,3.7083922224759434,0.00010209227020721218,4,0.0058061531744897366,41,100,clustered,1.0,0.0,1.0,1.0,1.0,,clustered,100
fixed_schedule,3.708770859312649,3.3252015307829708,3.3252015307829708,0.10342222344811174,37,0.07555158389732242,41,100,clustered,0.0,13.0,12.0,12.0,0.0,,clustered,100
nearest_neighbor,3.402468751770564,3.402468751770564,3.402468751770564,0.0,0,0.00041861506178975105,42,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.402468751770564,3.2352934465240026,3.2352934465240026,0.04913353139821407,7,0.013747133780270815,42,100,clustered,,,,,,,clustered,100
random_operator,3.402468751770564,3.37109466822967,3.37109466822967,0.009220976246899385,30,0.050847183214500546,42,100,clustered,1.0,6.0,6.0,7.0,10.0,,clustered,100
fixed_schedule,3.402468751770564,3.367645790918331,3.367645790918331,0.010234615919429672,4,0.008450943976640701,42,100,clustered,0.0,2.0,1.0,1.0,0.0,,clustered,100
nearest_neighbor,4.262540208310449,4.262540208310449,4.262540208310449,0.0,0,0.0004221568815410137,43,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,4.262540208310449,4.031974769605696,4.031974769605696,0.05409108827999617,5,0.010010119061917067,43,100,clustered,,,,,,,clustered,100
random_operator,4.262540208310449,4.025046424341188,4.025046424341188,0.05571649119138691,27,0.052225564140826464,43,100,clustered,1.0,9.0,9.0,7.0,1.0,,clustered,100
fixed_schedule,4.262540208310449,3.8285389225039568,3.8285389225039568,0.1018175230254352,33,0.0682250140234828,43,100,clustered,0.0,11.0,11.0,11.0,0.0,,clustered,100
nearest_neighbor,4.256651620881574,4.256651620881574,4.256651620881574,0.0,0,0.0004273208323866129,44,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,4.256651620881574,3.9571075551540567,3.9571075551540567,0.0703708201672094,12,0.023366468027234077,44,100,clustered,,,,,,,clustered,100
random_operator,4.256651620881574,4.256651620881574,4.256651620881574,0.0,19,0.029084463138133287,44,100,clustered,1.0,4.0,4.0,2.0,8.0,,clustered,100
fixed_schedule,4.256651620881574,3.8194577972595867,3.8194577972595867,0.10270838738065263,31,0.06371838599443436,44,100,clustered,0.0,11.0,10.0,10.0,0.0,,clustered,100
nearest_neighbor,3.7082554777855696,3.7082554777855696,3.7082554777855696,0.0,0,0.0004313508979976177,45,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.7082554777855696,3.4406924142062083,3.4406924142062083,0.07215335221162807,11,0.02183680608868599,45,100,clustered,,,,,,,clustered,100
random_operator,3.7082554777855696,3.7082554777855696,3.7082554777855696,0.0,43,0.07826217194087803,45,100,clustered,1.0,14.0,7.0,10.0,11.0,,clustered,100
fixed_schedule,3.7082554777855696,3.2760408653564252,3.2760408653564252,0.11655470207442305,49,0.1006485449615866,45,100,clustered,0.0,17.0,16.0,16.0,0.0,,clustered,100
nearest_neighbor,4.459000179756183,4.459000179756183,4.459000179756183,0.0,0,0.000426876125857234,46,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,4.459000179756183,4.076182255352385,4.076182255352385,0.08585286139744684,8,0.015886106062680483,46,100,clustered,,,,,,,clustered,100
random_operator,4.459000179756183,4.446370388757425,4.446370388757425,0.0028324266628417583,71,0.12552843685261905,46,100,clustered,1.0,19.0,17.0,15.0,19.0,,clustered,100
fixed_schedule,4.459000179756183,3.888155404921173,3.888155404921173,0.12802080103666283,43,0.08929096511565149,46,100,clustered,0.0,15.0,14.0,14.0,0.0,,clustered,100
nearest_neighbor,3.5485982088900307,3.5485982088900307,3.5485982088900307,0.0,0,0.0004211338236927986,47,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.5485982088900307,3.0315750698596147,3.0315750698596147,0.1456978526718403,11,0.0214039939455688,47,100,clustered,,,,,,,clustered,100
random_operator,3.5485982088900307,3.5485982088900307,3.5485982088900307,0.0,24,0.04096598201431334,47,100,clustered,1.0,5.0,6.0,5.0,7.0,,clustered,100
fixed_schedule,3.5485982088900307,3.3526266666172124,3.3526266666172124,0.0552250581037509,12,0.02503022295422852,47,100,clustered,0.0,4.0,4.0,4.0,0.0,,clustered,100
nearest_neighbor,4.243748559634182,4.243748559634182,4.243748559634182,0.0,0,0.00041920412331819534,48,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,4.243748559634182,4.016615082588889,4.016615082588889,0.05352189788192157,10,0.019535970874130726,48,100,clustered,,,,,,,clustered,100
random_operator,4.243748559634182,4.056004319771833,4.056004319771833,0.04424018935715006,8,0.014900276903063059,48,100,clustered,1.0,5.0,0.0,2.0,0.0,,clustered,100
fixed_schedule,4.243748559634182,3.7344452857146533,3.7344452857146533,0.12001259423424258,34,0.06957061099819839,48,100,clustered,0.0,12.0,11.0,11.0,0.0,,clustered,100
nearest_neighbor,3.5873229671132383,3.5873229671132383,3.5873229671132383,0.0,0,0.00042289611883461475,49,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,3.5873229671132383,3.4015503109356318,3.4015503109356318,0.051785874280257514,7,0.014045485993847251,49,100,clustered,,,,,,,clustered,100
random_operator,3.5873229671132383,3.5817822242662922,3.5817822242662922,0.001544534154783604,59,0.10614665900357068,49,100,clustered,1.0,18.0,15.0,11.0,14.0,,clustered,100
fixed_schedule,3.5873229671132383,3.234570377110747,3.234570377110747,0.09833310054220061,27,0.055652761831879616,49,100,clustered,0.0,9.0,9.0,9.0,0.0,,clustered,100
nearest_neighbor,4.432956824336063,4.432956824336063,4.432956824336063,0.0,0,0.00042631407268345356,50,100,clustered,,,,,,,clustered,100
nearest_neighbor_two_opt,4.432956824336063,4.411322795916589,4.411322795916589,0.004880270500427144,2,0.004339445848017931,50,100,clustered,,,,,,,clustered,100
random_operator,4.432956824336063,4.432956824336063,4.432956824336063,0.0,16,0.024296646006405354,50,100,clustered,1.0,3.0,3.0,2.0,7.0,,clustered,100
fixed_schedule,4.432956824336063,4.043092067763922,4.043092067763922,0.08794688782707291,23,0.04829877009615302,50,100,clustered,0.0,8.0,8.0,7.0,0.0,,clustered,100
dqn_quality,4.612310052295207,3.814984493585465,3.814984493585465,0.17286902867966825,100,1.208280743099749,1,100,clustered,0.0,100.0,0.0,0.0,0.0,0.028914960648749266,clustered,100
dqn_quality,4.35717489021301,3.4985460478574932,3.4985460478574932,0.19706090849925478,100,1.214233874110505,2,100,clustered,0.0,100.0,0.0,0.0,0.0,0.05629358864236391,clustered,100
dqn_quality,4.884294559087733,3.7326673634100302,3.7326673634100302,0.23578168387387322,100,1.2102942480705678,3,100,clustered,0.0,100.0,0.0,0.0,0.0,0.1038283855710497,clustered,100
dqn_quality,3.607144137464377,3.120162779498396,3.120162779498396,0.13500468498281357,100,1.2090562970843166,4,100,clustered,0.0,49.0,36.0,15.0,0.0,-0.014417862813378321,clustered,100
dqn_quality,4.680400429341156,4.2485789255680615,4.2485789255680615,0.09226165801242793,100,1.2132148030214012,5,100,clustered,0.0,100.0,0.0,0.0,0.0,-0.06447729474179122,clustered,100
dqn_quality,3.2947572991955054,2.8857908917833406,2.8857908917833406,0.12412641365481575,100,1.2290260961744934,6,100,clustered,0.0,100.0,0.0,0.0,0.0,-0.04531955446592566,clustered,100
dqn_quality,4.493876052206274,3.7959067641368263,3.7959067641368263,0.15531565178055567,100,1.2050456148572266,7,100,clustered,0.0,100.0,0.0,0.0,0.0,-0.0012064926636259493,clustered,100
dqn_quality,3.619172882388811,3.0664670033152532,3.0664670033152532,0.15271607547765115,100,1.2034396219532937,8,100,clustered,0.0,100.0,0.0,0.0,0.0,-0.01810420446325626,clustered,100
dqn_quality,4.604083585100867,3.8466252310323186,3.8466252310323186,0.16451881032736584,100,1.2252233140170574,9,100,clustered,0.0,100.0,0.0,0.0,0.0,0.018903748502572114,clustered,100
dqn_quality,2.8377377791424108,2.333325543312405,2.333325543312405,0.17775153135623525,100,1.240064905025065,10,100,clustered,0.0,15.0,21.0,64.0,0.0,0.02839611646559207,clustered,100
