#{"t_start": 1779103820.1393487, "env_id": "None"}
r,l,t
0.309695,9,262.904177
-0.252749,21,263.420428
0.342875,5,263.579153
0.113342,13,263.846629
-0.23855,30,264.424401
0.252589,4,264.582478
0.051738,15,265.090674
0.206651,20,265.530536
0.477369,3,265.748187
-0.307998,11,266.035711
-0.067433,30,266.606143
0.269307,13,266.882097
0.036575,2,266.893999
0.202146,5,267.082783
0.244246,6,267.338823
0.358752,13,267.563346
0.263736,9,267.817834
0.244237,8,268.046265
0.205812,5,268.223819
0.050281,8,268.483061
0.468572,12,268.736615
0.087273,29,269.159848
0.261858,4,269.343433
0.207642,16,269.653
-0.05817,25,270.188783
0.331678,4,270.337328
-0.082536,21,270.853542
-0.014148,9,271.231785
0.048789,19,271.747503
-0.350847,30,272.326227
0.391256,16,272.713892
0.515523,16,272.980987
-0.02,1,272.987799
0.198523,3,273.138467
0.030406,15,273.435198
-0.026485,7,273.652572
0.189842,12,273.947729
0.328143,6,274.0946
-0.178945,30,274.616848
0.266756,4,274.721966
0.407066,12,275.069138
0.266439,11,275.450331
0.230068,2,275.585272
0.078604,2,275.595237
0.344786,4,275.835989
0.257888,6,276.022998
-0.02,1,276.0283
-0.052,5,276.051807
0.020217,2,276.064412
-0.032242,12,276.41554
0.348785,13,276.670786
0.172755,24,277.3083
-0.039949,6,277.550077
0.406922,4,277.763825
0.110782,15,278.20318
-0.270822,3,278.218673
0.186907,8,278.4606
0.059576,4,278.483119
0.22194,6,278.627486
0.250277,4,278.739578
0.142888,13,279.09426
0.153979,8,279.242672
0.241642,6,279.374702
0.077276,6,279.553457
0.308305,13,279.776616
0.007031,28,280.667855
0.203364,30,281.169344
0.057447,17,281.589097
-0.142073,30,282.091447
-0.358501,30,282.714023
0.359044,14,283.051249
-0.02,1,283.057633
0.217408,16,283.485645
0.084631,14,284.05339
-0.068058,30,284.724616
0.036925,29,285.287367
0.050809,23,285.746286
-0.02,1,285.753017
-0.003632,30,286.286664
0.086031,8,286.606985
0.303588,2,286.801476
-0.108414,16,287.09344
0.132963,21,287.437694
0.419446,10,287.67042
0.413874,6,287.867151
0.022628,10,288.059679
-0.150956,30,288.773498
-0.22,30,289.680247
0.096284,15,289.987622
0.146175,4,290.148419
-0.378537,30,290.773257
-0.194688,30,291.431183
0.352245,10,291.770534
-0.131504,30,292.34311
0.419233,6,292.579142
0.138412,8,292.893934
0.579085,9,293.071901
-0.02,1,293.077742
0.411583,8,293.228132
0.212748,14,293.514968
0.262908,10,293.905506
0.423966,3,294.093619
0.358496,11,294.291232
0.375929,2,294.453539
0.374144,4,294.599707
0.186457,9,294.920294
0.081986,24,295.791702
0.158505,2,295.914532
0.400451,8,296.183788
0.03771,2,296.194033
-0.153492,30,296.690353
0.052088,13,296.926909
-0.036008,4,296.948474
-0.18321,30,297.717196
0.342296,2,297.822134
0.074812,25,298.749107
0.234152,18,299.227184
0.195967,7,299.480927
0.068834,3,299.49515
0.165058,7,299.734707
0.205407,26,300.167005
-0.02,1,300.172457
0.407097,13,300.605314
0.274443,5,300.814992
0.192332,4,300.908212
0.057444,3,300.92519
0.282558,5,301.17688
0.079838,16,301.612834
0.194254,20,302.06902
0.29779,9,302.396994
0.404787,4,302.56584
0.215613,6,302.707749
0.364251,5,302.854343
0.283559,22,303.356058
-0.075964,30,304.024201
0.310475,5,304.262425
0.086841,9,304.387074
-0.230075,30,305.139498
0.275218,5,305.394933
0.292081,22,305.631781
-0.078626,30,306.120957
0.341408,8,306.262909
0.240388,5,306.437423
0.371161,4,306.563872
-0.617384,30,307.270622
0.225331,18,307.520014
0.195757,16,307.781675
0.236498,10,308.101752
0.225733,4,308.247383
0.236865,23,308.741784
0.417757,8,308.912453
0.481315,4,309.052124
0.202612,9,309.269341
0.020813,23,309.888772
0.207404,3,310.017799
-0.002653,2,310.027464
-0.271762,30,310.890782
-0.194695,30,311.628422
0.425992,4,311.7795
0.100888,3,311.795528
0.20107,16,312.148462
-0.116386,3,312.164266
0.103022,30,312.646408
0.218549,13,313.004051
0.253064,18,313.316977
0.287993,7,313.497346
0.368542,18,313.715101
0.009139,2,313.726187
0.47112,17,314.007139
0.190302,10,314.398242
0.13491,8,314.758757
0.262126,6,314.98614
0.263175,3,315.125961
0.330689,4,315.397114
0.383523,8,315.672327
-0.02,1,315.677673
0.575475,2,315.899525
-0.233947,3,315.91353
-0.011708,30,316.374807
0.204191,15,316.900017
0.17759,12,317.340875
-0.052439,30,317.905819
-0.39193,30,318.70866
-0.02,1,318.714026
0.040268,25,319.208645
0.240759,7,319.385856
0.13248,3,319.40246
0.177247,28,319.993834
0.2265,12,320.286652
0.261634,28,321.151852
0.454155,13,321.438245
-0.124316,30,322.161383
0.383763,5,322.321204
-0.043644,30,323.096082
0.329773,7,323.342359
-0.114341,30,323.877484
0.131037,5,323.990429
0.349947,6,324.204996
-0.163496,30,324.836502
-0.02,1,324.841844
0.048754,3,324.858371
0.321607,14,325.372392
0.460609,15,325.647661
0.080167,19,326.134145
-0.138173,30,326.836041
0.445877,5,326.957613
-0.182108,30,327.730003
0.336844,2,327.895634
0.216677,2,327.991565
-0.300834,30,328.773092
-0.169229,23,329.402473
-0.10632,30,329.859346
0.008429,22,330.339239
0.277666,5,330.619313
-0.11295,2,330.629655
0.252202,3,330.830098
0.202329,6,330.992727
-0.034312,30,331.729009
-0.222716,30,332.614868
0.362854,23,332.873226
-0.131389,30,333.903096
0.327735,2,334.049485
-0.02,1,334.054971
0.32796,6,334.357467
0.232063,10,334.697259
0.135137,13,334.92528
0.269567,18,335.197263
0.077527,23,335.531383
-0.02,1,335.538186
0.318086,20,335.793373
0.130185,20,336.312175
-0.158401,2,336.320968
-0.247773,30,336.801525
0.421084,2,336.938472
-0.069206,30,337.30168
0.232036,9,337.47214
0.469483,4,337.657928
-0.110179,30,338.503067
-0.07197,27,339.124616
0.288875,2,339.261225
-0.02,1,339.269245
0.25571,11,339.576306
-0.02,1,339.581597
0.188341,8,339.731978
0.04834,2,339.745463
-0.093022,30,340.138908
0.012074,2,340.150066
0.182874,25,340.507963
0.077306,8,340.661886
0.228269,23,341.228311
0.093532,25,341.817282
0.187796,12,342.042405
0.046959,13,342.334252
0.195556,18,342.72651
-0.035296,26,343.20432
-0.074892,16,343.529251
-0.374066,30,344.185646
0.304292,3,344.282781
0.154068,15,344.573919
-0.083073,30,345.07238
0.271848,3,345.198555
0.22147,13,345.642092
0.378198,23,346.33284
-0.151202,30,346.951986
0.072259,28,347.703687
-0.028,2,347.71399
0.236903,17,348.038418
0.021052,18,348.402208
-0.154753,30,348.960611
0.060135,20,349.362033
-0.236774,30,349.986922
-0.183808,30,350.481201
0.21909,13,350.821929
0.246623,5,350.995268
0.086109,22,351.366654
0.015844,2,351.377296
-0.02,1,351.384511
0.424065,5,351.53476
-0.139042,30,352.084216
0.138562,20,352.358524
-0.134201,4,352.379637
0.008644,27,353.095573
0.003824,2,353.105967
-0.223862,30,354.185827
0.101029,11,354.59361
0.08131,12,354.959792
-0.121351,30,355.698949
0.3941,4,355.89243
0.190635,14,356.288766
-0.073219,12,356.730182
-0.02,1,356.73597
-0.02,1,356.741718
0.607502,6,356.958721
0.370854,3,357.057913
0.119552,18,357.882548
0.107583,21,358.629073
-0.12307,30,359.586832
0.475958,5,359.780153
-0.046261,30,360.126622
-0.178104,30,360.667605
-0.028607,30,361.393844
0.017032,14,362.007953
0.286449,12,362.584656
0.425382,18,362.789615
-0.145912,30,363.670763
0.233401,19,364.195459
0.238892,18,364.432458
-0.142633,30,364.815176
0.237224,13,365.397237
0.195945,19,365.754182
0.228208,15,366.202647
-0.20275,30,366.724838
-0.001928,2,366.736842
0.138256,14,367.13464
-0.066702,23,367.458709
-0.064889,30,368.040468
-0.02,1,368.047492
0.230949,18,368.454961
-0.221824,30,369.11374
0.136202,6,369.314875
0.116084,19,369.754015
-0.21235,30,370.414202
0.028893,8,370.692729
-0.013306,30,371.21009
0.166537,18,371.713419
0.126706,17,372.092283
0.125111,15,372.696846
0.105644,2,372.83641
0.220398,7,373.008343
0.290892,9,373.231651
0.297195,7,373.466604
-0.063407,30,374.144031
-0.043799,30,375.079701
0.054949,15,375.451277
0.095764,7,375.485835
0.159749,12,375.795933
0.02336,30,376.428774
-0.169696,30,377.487659
-0.028881,25,378.102605
-0.106593,30,378.559257
-0.02,1,378.566037
-0.205937,30,379.064098
-0.086437,30,380.039916
0.394426,7,380.290999
0.418269,5,380.453992
-0.037064,30,380.914762
0.002706,30,381.575683
-0.113562,30,382.06225
-0.056157,30,382.936338
0.506199,2,383.091828
0.331179,7,383.460904
-0.158569,30,384.524025
0.369116,10,384.85081
0.292461,6,385.160099
0.374059,9,385.380278
0.101059,10,385.547584
-0.09638,30,386.048544
0.260979,26,386.686895
0.035769,6,386.848462
0.197618,6,387.142427
0.162258,16,387.544528
0.45712,8,387.724326
0.260431,12,388.096985
0.348562,9,388.250804
0.182855,7,388.64415
0.238181,6,388.844651
0.022807,27,389.600775
0.106135,19,389.929181
0.189999,26,390.470128
-0.173954,30,390.848546
-0.037669,30,391.281444
-0.073737,30,391.773556
-0.322478,30,392.674908
-0.066588,30,393.339329
-0.066659,30,393.815316
0.096646,13,394.051327
0.457236,4,394.204952
0.124088,3,394.297804
-0.088771,30,395.20866
-0.07451,30,396.04741
0.047083,3,396.064629
-0.178325,30,397.081791
0.258887,21,397.454316
0.049614,23,398.09998
0.162906,21,398.775473
0.307419,12,399.07686
-0.111326,30,399.610519
-0.02,1,399.615871
0.376269,18,399.956685
0.145639,24,400.335413
-0.134097,30,400.750226
-0.089996,30,401.172494
-0.01256,30,401.765647
-0.147323,30,402.149256
-0.18491,30,402.724728
-0.004017,30,403.308879
0.033848,12,403.831633
0.144908,22,404.749316
-0.185342,30,405.400076
-0.125262,30,405.888715
-0.093034,30,406.260398
0.080693,30,406.831887
-0.165344,30,407.372665
0.103526,27,407.778384
0.15984,24,408.054836
0.116743,4,408.187277
-0.033095,17,408.273916
0.053413,6,408.482627
-0.204973,28,409.025039
-0.091016,30,409.581252
0.109658,16,409.898274
-0.023213,30,410.575149
0.180088,16,411.053794
-0.065342,30,411.999968
-0.153989,30,412.740452
0.608496,2,412.94082
0.090066,30,413.932076
-0.181158,30,414.46272
0.286651,8,414.655054
-0.311576,30,415.507473
-0.090501,30,416.261464
-0.04127,30,416.863446
-0.093975,30,417.456435
0.348992,7,417.670079
-0.36842,30,418.385157
0.260954,25,418.797204
-0.083965,30,419.747668
0.215959,9,419.918399
-0.111835,30,420.370197
-0.104736,30,421.436579
-0.119928,30,421.918865
-0.162954,30,422.559976
-0.034714,30,422.778013
0.027557,5,422.804958
-0.028,2,422.814892
-0.00368,3,422.830285
0.212493,26,423.217379
-0.02,1,423.224643
-0.166126,30,423.916004
0.043758,22,424.363908
0.002184,30,424.60099
-0.146772,30,425.325252
-0.181804,30,425.915451
0.333755,16,426.079155
-0.070386,26,426.426251
0.193186,27,427.147295
0.00233,30,427.497469
-0.052417,30,427.86397
-0.164701,30,428.49777
-0.02,1,428.503363
-0.14671,30,429.598152
-0.044955,30,430.084493
-0.049029,30,430.537404
0.173107,23,430.945757
-0.085377,30,431.44352
-0.105255,30,431.889861
0.342039,9,432.063936
0.270709,13,432.433137
0.021438,30,432.897917
-0.092546,30,433.705615
-0.138975,30,433.99491
0.15505,4,434.13625
-0.011558,30,435.118691
0.540224,10,435.63009
0.594693,2,435.814937
0.266654,2,435.924785
-0.010088,4,435.946847
-0.184205,30,436.678985
-0.15494,30,437.464821
0.200386,9,437.812998
0.000511,30,438.540684
-0.101987,30,439.143474
-0.250533,30,440.338148
-0.117108,30,441.036945
0.307723,28,441.266694
0.305152,20,441.485212
0.214198,16,442.046593
-0.142192,30,442.47875
0.309015,5,442.709634
-0.09763,30,443.147502
-0.053791,30,443.613119
-0.062514,23,444.305532
0.017344,30,444.542374
-0.022445,30,444.984336
-0.02,1,444.991192
0.361454,9,445.293997
-0.120004,30,445.90954
-0.112551,30,446.461012
-0.058438,30,447.555286
-0.027256,30,447.977193
0.218883,20,448.293739
0.174106,15,448.575794
-0.081382,30,449.009887
0.39265,23,449.359003
-0.03848,30,450.177528
-0.072539,30,450.664181
0.199559,30,451.045288
-0.123101,30,451.451397
-0.027726,30,452.067217
0.203908,2,452.194022
0.045157,16,452.762087
0.037217,29,453.240236
0.387462,10,453.600123
0.358606,9,453.824353
-0.020951,30,454.417787
-0.173823,30,454.955462
0.134051,18,455.5395
-0.139212,30,455.907438
0.144536,20,456.183258
-0.030739,30,456.658983
-0.064528,30,457.062133
-0.06364,30,457.598631
0.380291,12,457.818891
-0.024022,30,458.262142
-0.145721,30,458.672942
0.398468,7,458.803635
0.011643,30,459.532834
0.182352,24,460.386755
0.147933,4,460.40778
-0.093711,30,460.795367
-0.021811,30,461.222123
0.135802,13,461.433188
-0.008801,30,462.528168
0.032924,2,462.539511
0.230339,22,462.910386
-0.158029,30,463.35949
0.493308,3,463.492675
-0.017262,30,463.995923
0.196456,11,464.409797
-0.146218,30,465.742728
-0.220268,30,466.02585
0.005504,25,466.386375
-0.134636,30,467.254456
0.179131,7,467.579839
0.061419,30,468.073889
0.285704,3,468.228503
0.447308,16,468.452431
-0.144916,30,468.947672
-0.065655,30,469.239795
-0.005036,30,469.737273
-0.112654,30,470.027923
-0.066256,30,470.358798
-0.084177,30,470.875141
-0.0629,30,471.221679
-0.024728,30,471.750698
0.058926,7,471.893537
0.065123,21,472.281439
-0.068706,30,472.627035
-0.024398,30,473.103344
0.093859,17,473.284925
0.177637,18,473.491142
-0.144053,30,474.3973
-0.051287,30,475.39621
0.033491,30,475.933898
-0.026322,30,476.216965
0.192178,15,476.433866
-0.204662,30,477.266272
-0.258658,30,477.606274
0.06375,30,478.139514
-0.05189,29,478.550427
0.240593,25,479.140254
0.118692,5,479.285484
0.236463,6,479.445846
-0.0958,30,479.7519
-0.111263,30,480.123861
-0.063394,30,480.280722
0.009974,16,480.56952
0.158262,27,480.917748
-0.135101,30,481.262503
-0.066009,30,481.575499
-0.097062,30,482.091983
0.139136,14,482.369964
0.345437,13,482.608912
0.486695,11,482.920093
0.320432,28,483.188713
-0.03228,30,483.600766
-0.042442,30,484.469332
0.109044,9,484.512506
-0.029386,30,484.850063
-0.031119,30,485.377925
-0.030342,30,486.252043
-0.067144,30,487.2827
-0.067109,12,487.344096
-0.019634,30,487.722855
0.011315,30,488.112293
-0.067821,30,488.629851
-0.053494,30,489.448681
-0.013517,30,489.784669
0.609139,2,490.004445
0.622161,2,490.160456
0.204652,6,490.431217
-0.121155,30,490.813806
0.237116,29,491.740507
0.011437,30,492.305444
-0.011247,30,492.806036
0.111079,9,492.848678
-0.101107,30,493.654832
0.016986,30,494.523875
-0.104221,30,495.129739
-0.154565,30,495.701216
0.03129,30,496.17958
0.088068,17,496.663308
0.614857,2,496.821556
-0.117387,30,497.269739
-0.086973,30,497.615257
0.230865,8,497.822777
-0.178174,30,498.305486
0.021208,28,498.584554
-0.10034,30,499.586252
0.083403,19,499.850078
-0.004499,30,500.359978
-0.028089,30,501.213218
0.264266,10,501.379055
-0.026455,30,501.89522
-0.035089,30,502.247633
-0.171421,30,502.727724
-0.091757,30,503.572596
-0.028123,30,504.085679
-0.025323,30,504.549398
-0.071422,30,505.022344
-0.062168,30,505.314514
-0.110421,30,505.719537
-0.135578,30,506.140822
-0.026516,30,506.380273
-0.12416,30,507.178272
-0.02037,30,507.915691
-0.1959,30,508.319415
0.356285,14,508.503131
-0.049796,30,509.23302
0.004756,30,510.161049
-0.031689,20,510.602754
-0.137067,30,510.807967
0.329093,11,510.95857
-0.035116,30,511.300205
-0.200161,30,511.730155
-0.122928,30,512.229145
-0.205046,30,512.511988
0.038716,30,512.797394
-0.075888,30,513.253893
-0.089523,30,514.048281
-0.098388,30,514.801792
-0.005467,30,515.080439
-0.039572,30,515.848239
-0.076267,30,516.605414
-0.067759,30,516.935409
-0.075308,30,517.398287
0.042396,30,518.034094
-0.008017,30,518.289443
-0.155994,30,518.882607
-0.16415,30,519.161393
-0.095981,30,519.951227
-0.104881,30,520.929915
-0.108562,30,521.50068
-0.220047,30,521.99734
-0.079934,30,522.540696
-0.134431,30,523.177632
-0.054919,30,523.738378
-0.18387,30,524.268158
-0.11467,30,524.770912
-0.090857,30,525.621224
0.209072,20,525.92629
-0.134772,30,526.388757
-0.134503,30,527.001553
-0.109716,30,527.342706
-0.1079,30,527.972001
-0.093384,30,529.175187
-0.183018,30,530.304391
-0.054699,30,531.05906
-0.170618,30,531.479027
-0.08906,30,532.024911
-0.000938,30,532.73501
-0.34311,30,533.688042
-0.077468,30,534.244778
-0.183144,30,534.766539
0.084187,30,535.339321
0.179302,17,535.611515
-0.094236,30,536.310329
0.21044,12,536.802019
-0.068734,30,537.72894
-0.085094,30,538.565513
0.539699,3,538.695923
-0.011661,30,539.12309
-0.077365,30,539.802493
-0.018595,30,540.106012
0.274625,12,540.261703
-0.130814,30,540.534512
-0.111567,30,541.236499
0.162392,27,541.71254
-0.0934,30,542.5013
-0.075778,30,543.37274
-0.05723,30,543.674951
-0.100604,30,544.292741
-0.052295,30,544.853646
-0.068438,30,545.174356
-0.015344,30,545.51255
-0.054309,30,546.201809
-0.099332,30,546.877096
-0.023612,30,547.422704
0.551246,3,547.526849
-0.184363,30,549.109514
-0.145484,30,549.456418
-0.079847,30,550.156982
-0.000384,14,550.335136
-0.08522,30,550.879013
0.197075,21,551.249983
0.018168,29,551.45485
-0.003266,30,551.760091
-0.105165,30,552.449835
0.389862,10,552.967843
0.003369,30,553.30442
0.01799,2,553.315506
-0.11214,30,553.720916
0.242217,23,553.992857
-0.159673,30,554.444909
0.548308,3,554.573354
-0.157707,30,554.850318
-0.04433,30,555.092945
-0.056435,30,555.468173
-0.055026,30,555.937696
-0.062329,30,556.830921
-0.040685,30,557.216729
-0.061714,30,557.687164
-0.035749,30,558.245075
-0.021173,30,558.914497
-0.058902,30,559.607459
-0.141841,30,560.043542
0.654383,2,560.193954
0.523022,4,560.386522
0.654881,2,560.619526
-0.049601,30,561.130747
-0.093748,30,561.550289
-0.20282,30,562.413182
-0.091941,30,563.734583
-0.154483,30,564.28179
-0.076649,30,564.629995
-0.081922,30,564.986762
-0.104955,30,566.183367
0.021681,30,566.736839
-0.011578,30,567.279197
0.143945,10,567.722884
-0.191473,30,568.259004
-0.142844,30,568.700459
-0.049758,30,569.547463
0.230036,26,570.361591
0.009547,30,571.347493
-0.100598,30,572.107568
-0.055019,30,573.109991
0.2267,18,573.697669
-0.134413,30,574.087141
-0.068192,30,574.744855
-0.061109,30,575.004658
-0.036754,30,575.476125
-0.154706,30,575.893756
-0.099127,30,576.40397
-0.086096,30,577.700996
-0.035641,30,578.744044
0.488816,4,578.928967
-0.173893,30,579.269406
-0.121265,30,579.996415
-0.080716,30,580.553769
-0.035125,30,581.005566
-0.007188,30,581.159583
-0.128148,30,581.890851
-0.187225,30,582.323485
-0.093805,30,582.595517
-0.177835,30,583.168892
-0.126597,30,583.466954
0.023836,30,583.83376
-0.053676,30,584.581774
-0.100948,30,584.949845
-0.109385,30,585.41295
0.455841,5,585.618578
0.331447,6,585.80311
0.031328,20,585.953232
0.003411,30,586.349825
-0.109828,30,587.035057
0.532498,3,587.193745
-0.046208,30,588.099574
-0.036148,30,588.381775
-0.09054,30,588.958177
-0.124587,30,590.232744
0.20729,5,590.355919
0.257102,12,590.610414
-0.126509,30,590.950611
-0.137955,30,591.392723
-0.103344,30,592.004212
0.021171,14,592.074528
-0.076546,30,592.551811
0.335354,10,592.726693
-0.04433,30,593.111639
-0.125262,30,593.600617
-0.20748,30,594.55095
-0.063709,30,595.02476
-0.056614,30,595.432398
-0.0526,30,595.745367
-0.050056,30,596.151209
-0.11984,30,596.599413
-0.042396,30,596.950773
-0.224518,30,597.267279
-0.113204,30,597.66023
-0.03039,30,598.305892
-0.013045,30,598.757396
-0.100421,30,599.152731
-0.01189,3,599.168836
