#{"t_start": 1779067148.4971375, "env_id": "None"}
r,l,t
0.13836,4,31.565485
0.105897,12,31.624088
0.001307,2,31.634368
0.172827,8,31.673361
-0.351135,4,31.693031
-0.289739,6,31.723196
-0.203483,11,31.77568
0.020303,3,31.790707
-0.45874,5,31.814626
-0.483725,4,31.835176
-0.283402,5,31.859547
-1.3e-05,2,31.869897
-0.77215,29,32.009202
0.158697,8,32.049223
0.01898,3,32.063527
0.018001,9,32.107279
0.008228,2,32.117025
-0.580036,7,32.149935
-0.324958,6,32.177135
-0.01,1,32.183637
0.174463,13,32.245687
0.098935,4,32.266364
0.032703,4,32.285802
0.037275,4,32.306365
-0.01,1,32.311646
-0.214947,30,32.455172
-0.78922,10,32.499715
-0.64393,13,32.561888
0.022316,3,32.577458
0.007406,4,32.598482
0.061361,12,32.656713
-0.595031,2,32.666843
-0.01,1,32.672217
0.080942,3,32.688775
-0.463199,8,32.72533
0.134052,3,32.740216
0.173922,20,32.833957
-0.336934,7,32.869193
-0.789449,11,32.917475
-0.52109,10,32.963656
-0.429376,28,33.095087
0.045211,2,33.107697
-0.269687,31,33.25314
-0.01,1,33.258716
-0.7338,31,33.401656
0.046063,4,33.423126
-0.198706,10,33.469346
-0.546654,5,33.492157
-0.43633,11,33.542082
-0.440201,7,33.578456
-0.01,1,33.58375
-0.030593,7,33.617196
-0.154428,4,33.636588
0.078071,3,33.653469
0.333091,11,33.706233
0.00683,3,33.721716
-0.01,1,33.72721
-0.01,1,33.735484
-0.000486,3,33.750067
0.245366,13,33.812608
-0.467382,5,33.834974
0.038166,4,33.856165
0.01422,2,33.86591
-0.01,1,33.873513
-0.678009,13,33.931456
-0.207135,23,34.041219
-0.351562,5,34.063848
-0.259014,15,34.134484
-0.455616,11,34.186557
0.01955,3,34.203398
0.102098,2,34.214551
0.043341,3,34.228769
-0.564201,14,34.297138
-0.103726,8,34.336174
-0.362985,3,34.350455
0.05876,2,34.360121
0.214163,4,34.379835
-0.01,1,34.387659
-0.50747,34,34.542962
-0.244364,6,34.570012
0.278493,6,34.600345
-0.343841,7,34.635006
-0.531797,3,34.647686
0.116386,7,34.681049
0.065268,5,34.705539
-0.653179,8,34.742702
0.092436,4,34.762281
0.027382,3,34.777368
0.038565,2,34.788208
-0.356438,8,34.828049
0.083043,4,34.84727
0.050648,3,34.861495
-0.179741,6,34.890379
-0.444481,9,34.934504
-0.004239,4,34.953916
-0.506393,10,35.000569
-0.502909,5,35.026397
0.031523,4,35.048554
0.128309,4,35.068728
-0.662604,7,35.099494
-0.24803,11,35.152614
-0.256012,7,35.187848
0.177061,6,35.218936
-0.01,1,35.224381
0.015952,4,35.243712
-0.618199,7,35.277056
-0.697657,11,35.328506
-0.221666,10,35.374987
-0.228994,5,35.398706
-0.282515,12,35.458315
-0.123597,17,35.538459
-0.01,1,35.54528
0.120323,9,35.587584
0.087555,4,35.608734
-0.413991,28,35.739893
0.261942,21,35.838873
0.001014,5,35.862923
0.09871,4,35.883829
-0.390398,10,35.931134
0.096983,14,35.995618
0.215555,10,36.044461
-0.282561,2,36.054765
-0.549055,9,36.098281
-0.014,3,36.112185
-0.594434,20,36.203208
-0.184022,20,36.296908
-0.235917,7,36.329759
-0.305963,10,36.377714
-0.01,1,36.383065
-0.445029,14,36.449224
0.015273,2,36.459827
-0.172939,6,36.487741
-0.078953,12,36.545221
-0.01,1,36.553589
0.10912,7,36.58662
0.161665,4,36.605979
-0.362647,3,36.62043
-0.024647,6,36.651942
-0.300071,4,36.670963
-0.302494,4,36.689439
0.005562,2,36.699341
0.315035,10,36.75096
-0.410283,28,36.882746
-0.214346,3,36.897037
-0.770469,4,36.915965
-0.175856,6,36.948616
0.059617,3,36.965393
0.307461,12,37.025201
-0.01,1,37.030821
-0.468031,9,37.07709
0.08581,5,37.101809
0.034365,17,37.183909
0.255803,17,37.26604
-0.01,1,37.272987
-0.15162,16,37.35014
0.199986,7,37.386992
0.020434,2,37.397075
-0.411606,10,37.453122
-0.064228,16,37.53469
-0.01,1,37.54028
0.00917,2,37.551937
0.103947,5,37.579994
-0.421804,9,37.62433
-0.398898,5,37.647874
0.065738,4,37.668435
-0.124055,11,37.722946
0.066357,2,37.733947
0.046843,3,37.748015
0.038325,3,37.76315
0.052455,4,37.785093
0.000348,6,37.813661
-0.01,1,37.819015
-0.37511,5,37.841633
0.080693,3,37.858484
-0.002088,3,37.87381
-0.277273,5,37.898089
0.048215,4,37.917724
0.006292,2,37.928993
-0.185262,12,37.986029
0.212961,5,38.0114
0.090098,3,38.025052
-0.01,1,38.033132
-0.290833,3,38.046583
-0.617427,14,38.11246
-0.459755,4,38.130452
-0.01,1,38.137338
0.043509,3,38.152637
0.101606,2,38.162232
0.11894,4,38.181931
-0.01,1,38.190969
0.090519,3,38.205563
-0.012,2,38.216599
-0.492238,11,38.2676
-0.022608,15,38.348094
-0.01,1,38.355561
-0.034277,7,38.389675
-0.01,1,38.397819
-0.313878,16,38.474178
-0.01,1,38.479698
0.01872,2,38.489849
-0.617689,3,38.505476
-0.473791,3,38.521542
-0.367245,2,38.530259
0.007073,2,38.541477
0.121059,5,38.56574
0.02586,3,38.58325
0.220331,18,38.668233
0.061569,4,38.687419
-0.785912,20,38.77635
-0.01,1,38.784213
0.14536,6,38.813485
0.078333,4,38.832982
-0.381852,2,38.842912
0.066534,4,38.863969
-0.638894,9,38.904502
0.06047,9,38.947431
-0.303467,4,38.96666
-0.129247,12,39.025223
0.104928,8,39.067174
-0.012,2,39.078985
-0.296405,9,39.122713
0.088619,5,39.148238
0.229114,11,39.201377
-0.01,1,39.206712
0.015719,6,39.237044
0.187449,7,39.270952
-0.01,1,39.277519
-0.01,1,39.282825
-0.098819,33,39.436303
-0.01,1,39.443262
-0.487197,26,39.564555
-0.336079,14,39.628095
-0.108059,7,39.661221
-0.01,1,39.66795
-0.486712,6,39.696092
-0.01,1,39.701371
0.005138,3,39.71683
-0.01,1,39.723636
-0.01,1,39.73001
0.063267,5,39.755426
-0.01,1,39.761215
-0.459912,5,39.786486
0.196654,5,39.810025
-0.429523,7,39.843082
-0.448659,6,39.871351
-0.558988,16,39.950356
0.155075,6,39.97791
-0.393984,3,39.992197
0.021792,5,40.015933
0.04207,2,40.028376
0.082364,2,40.03809
-0.01,1,40.04456
-0.01,1,40.051464
-0.01,1,40.058134
-0.295448,5,40.081116
0.006775,2,40.091836
-0.012,2,40.101213
-0.01,1,40.108044
0.037755,3,40.123985
0.137152,17,40.202784
-0.465259,20,40.296691
-0.01,1,40.304712
0.052838,2,40.314465
-0.759744,10,40.360749
0.097695,5,40.386025
-0.073816,6,40.415535
0.044054,2,40.42648
0.155987,9,40.469959
-0.01,1,40.475148
-0.352362,19,40.564375
-0.01,1,40.569909
-0.373399,5,40.594486
-0.01,1,40.599778
0.035767,2,40.610868
0.108485,4,40.630418
-0.281838,7,40.665762
-0.636003,9,40.705087
-0.623849,11,40.756714
-0.293427,7,40.790431
-0.01,1,40.795773
0.092306,4,40.814706
-0.493396,15,40.884634
-0.110006,8,40.921773
0.005995,2,40.931617
-0.01,1,40.938301
-0.359076,11,40.990785
-0.021694,17,41.075038
0.017673,4,41.095339
-0.532556,2,41.104155
-0.01,1,41.110914
-0.157323,15,41.180911
-0.470069,7,41.213984
-0.114502,9,41.254961
0.125596,22,41.360633
0.114044,6,41.391737
-0.188388,3,41.407052
-0.608743,3,41.421253
0.059897,2,41.432661
0.198889,9,41.475404
-0.383782,10,41.523361
0.050038,4,41.542761
-0.691466,25,41.657836
-0.315243,4,41.676258
-0.133669,6,41.705315
-0.824855,10,41.748915
0.012696,2,41.761275
-0.01,1,41.766613
-0.049901,9,41.809573
-0.273628,11,41.862014
-0.294846,27,41.995766
-0.275316,10,42.042284
0.237263,8,42.079813
0.293942,9,42.122758
0.15447,4,42.143672
0.00712,2,42.154635
-0.211622,10,42.199939
0.074655,5,42.224905
0.199167,8,42.264616
-0.773666,14,42.327759
-0.155555,14,42.39313
-0.01,1,42.399427
-0.175204,9,42.441512
0.114321,7,42.474484
-0.01,1,42.479799
-0.01,1,42.485127
-0.195377,5,42.511937
-0.518662,3,42.525656
0.036971,3,42.542288
-0.202159,13,42.607062
-0.160793,7,42.642754
0.118905,5,42.667259
-0.01,1,42.673838
0.066101,3,42.688208
-0.392326,10,42.73797
-0.393933,7,42.771291
-0.01,1,42.776675
-0.01,1,42.781966
0.127026,19,42.87391
0.243123,10,42.922495
0.043438,3,42.93808
-0.922244,38,43.116417
-0.254133,9,43.160774
-0.220452,12,43.217162
0.177384,25,43.335162
-0.442468,8,43.371902
-0.381288,35,43.539607
-0.298272,7,43.574145
-0.14274,28,43.709036
-0.7877,16,43.78033
-0.01,1,43.787083
-0.537017,21,43.884847
-0.442579,15,43.95556
-0.450319,2,43.964391
-0.622435,10,44.011634
-0.446596,4,44.030496
-0.01,1,44.035819
0.0316,2,44.047727
-0.01,1,44.054706
-0.031049,15,44.124686
-0.401668,17,44.203274
-0.335195,14,44.267862
-0.01,1,44.275812
-0.163335,18,44.359358
0.123046,8,44.398237
-0.208141,31,44.541824
-0.419757,12,44.600099
-0.616614,14,44.664217
-0.162653,9,44.706179
-0.114227,8,44.743618
-0.198932,11,44.794969
-0.213574,9,44.837187
0.109897,4,44.856971
-0.01,1,44.863324
-0.832718,21,44.959593
-0.362399,15,45.030419
-0.249734,11,45.083439
0.033582,2,45.093077
-0.545621,28,45.229941
0.130458,4,45.249589
-0.839762,10,45.296585
-0.013,3,45.310363
0.063922,7,45.345424
0.303364,15,45.418211
-0.204635,18,45.500866
-0.278396,23,45.607158
-0.647338,19,45.697379
-0.01,1,45.702919
0.075186,5,45.727604
0.034845,23,45.836985
-0.217197,7,45.871795
-0.137422,15,45.941868
0.058478,2,45.951629
-0.373207,4,45.970569
0.001232,2,45.982959
-0.856493,48,46.205463
0.034765,4,46.225032
-0.425354,11,46.27428
-0.26726,28,46.406631
-0.088708,5,46.431624
-0.376017,13,46.491191
-0.819472,22,46.591976
0.039089,2,46.60544
0.055101,5,46.629799
-0.01,1,46.635332
-0.17028,10,46.682884
0.03611,2,46.694361
0.122178,3,46.710937
-0.288117,14,46.77652
0.116562,6,46.80564
0.117543,15,46.878277
0.000307,3,46.894232
-0.01,1,46.899536
-0.252172,9,46.942551
-0.267848,8,46.983563
-0.01,1,46.989338
0.045728,2,47.000734
-0.51417,24,47.121963
-0.653753,32,47.269284
-0.226877,11,47.321977
-0.397887,26,47.452374
-0.517751,19,47.547818
-0.239167,22,47.654281
0.041878,2,47.665219
-0.441149,12,47.720852
0.036614,2,47.731962
0.124293,4,47.754369
-0.614513,18,47.840809
0.376449,9,47.883553
0.291168,26,48.006566
-0.118521,9,48.051523
-0.01,1,48.057134
-0.206513,12,48.114035
-0.290712,9,48.156835
-0.354627,56,48.430167
-0.351356,5,48.45647
-0.235394,12,48.513645
-0.561077,25,48.631704
-0.324802,3,48.647649
-0.338198,8,48.68601
0.333045,11,48.737084
-0.01,1,48.743463
-0.300316,4,48.765137
-0.01,1,48.770468
0.001686,2,48.779845
0.260287,16,48.854636
0.285497,6,48.887403
-0.01,1,48.892658
0.115868,4,48.91196
0.134966,5,48.935383
0.009644,3,48.952252
0.088967,3,48.967518
-0.01,1,48.973707
-0.434983,21,49.069238
-0.216313,7,49.104596
-0.038054,9,49.147381
0.130626,5,49.175187
-0.281569,16,49.248945
0.127846,5,49.274079
0.226298,13,49.335763
0.149705,34,49.4953
-0.025525,15,49.564062
-0.133378,20,49.659764
0.034096,3,49.675114
-0.335243,11,49.726603
-0.950052,36,49.894622
0.290453,7,49.931173
0.039304,2,49.94087
-0.358376,5,49.963959
-0.481994,6,49.992611
-0.141328,13,50.054451
0.09011,3,50.069846
0.333014,6,50.097806
-0.248249,4,50.11749
0.294536,4,50.138797
-0.328973,5,50.16291
-0.295336,8,50.199523
-0.01,1,50.204874
-0.205033,8,50.245564
0.003192,3,50.261034
-0.699837,29,50.393426
-0.45425,4,50.412163
-0.604672,16,50.487775
-0.546105,25,50.601535
-0.483878,4,50.620211
0.021204,2,50.632063
0.019319,3,50.647846
-0.174404,16,50.722943
0.084943,9,50.767538
-0.674994,17,50.845964
0.039968,2,50.856833
-0.323524,14,50.921194
-0.463734,28,51.051636
-0.316769,4,51.070334
-0.161179,16,51.148794
-0.01,1,51.154624
0.042651,3,51.171482
-0.187892,15,51.242428
0.330224,7,51.276762
0.194739,12,51.332235
0.122152,6,51.362623
-0.43466,4,51.381662
-0.283546,7,51.419235
-0.207755,11,51.473347
-0.159479,12,51.529543
-0.545758,12,51.58538
-0.205286,11,51.637426
0.026345,2,51.649487
0.01935,2,51.659345
-0.365012,4,51.67759
-0.371235,6,51.707966
-0.01,1,51.713255
0.107575,5,51.736441
0.015142,2,51.747524
-0.575357,12,51.805177
0.172893,7,51.837719
0.044629,2,51.849864
0.041237,4,51.873856
0.016831,4,51.896556
-0.415101,5,51.920624
-0.333677,7,51.954911
0.219426,8,51.995552
-0.289855,6,52.024673
0.070402,4,52.044447
-0.054597,15,52.117893
0.016933,3,52.132837
0.126067,8,52.174059
0.387757,4,52.194183
0.195016,6,52.223286
0.168056,4,52.242759
-0.415475,13,52.304951
-0.110291,8,52.342402
0.300017,6,52.372136
0.152458,6,52.402589
0.106357,13,52.464239
0.021473,2,52.475079
-0.093141,25,52.594464
-0.01,1,52.600132
0.193988,9,52.645391
0.034595,7,52.680998
-0.333518,9,52.722413
-0.01,1,52.727822
-0.242113,4,52.748013
-0.343238,17,52.827606
-0.571788,17,52.908623
-0.695608,38,53.08388
-0.003437,19,53.177367
-0.01,1,53.182873
-0.338493,16,53.258831
-0.262703,14,53.325476
0.023578,30,53.469013
-0.428344,9,53.513417
0.078873,3,53.527417
-0.401812,12,53.582046
-0.311406,5,53.609114
-0.352287,17,53.687636
0.131795,6,53.71659
-0.01,1,53.723203
-0.402904,17,53.801939
-0.242512,20,53.895442
-0.01,1,53.900773
0.061106,2,53.911594
-0.217725,16,53.988371
-0.01,1,53.993738
-0.404363,7,54.028217
0.280725,13,54.0901
-0.18804,10,54.137053
0.015121,4,54.157269
0.052654,2,54.168511
0.068219,4,54.188354
0.129509,6,54.219235
0.025528,12,54.279221
-0.01,1,54.285879
0.291469,11,54.339168
-0.00997,51,54.581336
-0.365011,4,54.60026
-0.788983,67,54.907941
0.123168,3,54.923146
-0.22268,36,55.094363
0.057843,8,55.131675
0.036975,3,55.145582
0.203283,6,55.177747
-0.01,1,55.185105
0.068967,8,55.226008
-0.155037,5,55.249163
0.183106,9,55.294342
0.182796,10,55.342835
0.058778,3,55.359144
0.241377,11,55.410954
0.07538,2,55.420668
0.107162,4,55.442045
0.183793,9,55.486728
-0.176234,24,55.602028
0.066908,2,55.6135
-0.202764,8,55.655504
-0.012,2,55.666754
-0.289787,38,55.848932
0.062748,5,55.874631
0.066919,4,55.896292
-0.371138,32,56.04666
-0.854681,15,56.116046
0.08028,10,56.162753
-0.600801,18,56.247197
-0.328496,7,56.282514
0.009042,2,56.292429
-0.01,1,56.297714
-0.43869,7,56.332082
-0.569326,26,56.454257
-0.01,1,56.459783
-0.046403,10,56.507523
-0.348063,3,56.523478
0.113372,5,56.547303
-0.437031,4,56.565135
0.101786,3,56.580365
0.100619,5,56.606832
-0.278589,12,56.66271
0.080286,4,56.682218
0.363832,20,56.776901
0.311301,9,56.823589
0.020893,4,56.84298
0.201009,5,56.868277
-0.01,1,56.873797
0.042857,5,56.901751
0.202726,2,56.913635
-0.226475,16,56.99227
0.102282,4,57.011837
0.093304,5,57.036932
-0.506879,16,57.111678
-0.31683,14,57.178073
0.205558,9,57.224885
0.046468,4,57.246778
-0.496297,31,57.392873
-0.211615,22,57.504928
-0.424269,2,57.515342
-0.179892,25,57.641891
0.218311,5,57.666531
-0.01,1,57.671955
0.129079,5,57.696372
-0.240743,5,57.722604
-0.324965,4,57.741692
-0.297187,48,57.958031
0.042481,16,58.034751
-0.470879,10,58.083004
-0.137372,4,58.101888
-0.540458,23,58.209105
-0.172334,8,58.247719
0.090302,4,58.269294
0.202749,9,58.316575
-0.568143,6,58.34922
-0.584005,16,58.424475
-0.01,1,58.432186
0.049975,3,58.447754
-0.01,1,58.453258
-0.01,1,58.458559
-0.012536,18,58.545207
-0.0837,35,58.710608
-0.076828,11,58.762054
0.039411,3,58.777157
0.084399,4,58.797608
-0.229314,12,58.855468
0.066153,3,58.871279
-0.208972,30,59.011441
-0.097326,13,59.075737
-0.401562,18,59.160067
0.060919,7,59.195489
-0.212477,18,59.282458
0.051381,2,59.295265
-0.501459,17,59.37456
-0.356051,10,59.422019
-0.070806,8,59.460627
-0.322157,6,59.489618
0.07,3,59.504759
-0.207797,4,59.523549
-0.614633,8,59.560026
-0.01,1,59.567667
0.031724,2,59.578849
0.181977,3,59.592518
-0.326649,39,59.772817
-0.322644,6,59.803372
0.276603,12,59.860324
-0.927472,61,60.142564
0.174577,13,60.204483
0.142319,12,60.264657
-0.406486,7,60.29942
0.009713,3,60.314173
-0.01,1,60.31955
-0.143344,12,60.378112
0.051252,6,60.408362
-0.370555,9,60.452397
-0.147769,12,60.508857
-0.328164,11,60.55982
-0.444136,6,60.588835
0.190706,11,60.642571
0.212094,13,60.705002
0.040576,14,60.773143
0.122645,6,60.803884
-0.352095,15,60.873997
-0.221321,26,60.992252
0.284439,11,61.047412
0.241582,23,61.180148
-0.390499,12,61.238111
0.174803,6,61.268166
0.082014,9,61.313359
0.140077,16,61.387227
0.11486,5,61.413207
-0.01,1,61.418569
0.032278,3,61.435136
-0.779138,14,61.496215
0.068455,15,61.568546
-0.038249,19,61.656412
0.212986,8,61.695663
-0.198724,27,61.820583
-0.174035,32,61.975447
0.011832,2,61.986529
-0.44265,40,62.180489
0.038091,13,62.243189
-0.091459,29,62.378403
-0.521686,4,62.396927
0.158612,6,62.428288
-0.862078,13,62.488014
-0.497553,5,62.510031
0.010271,2,62.521289
0.068409,3,62.539869
-0.285097,6,62.569645
-0.381612,80,62.945988
0.033713,3,62.962497
-0.488085,32,63.112494
-0.01,1,63.117826
0.175742,6,63.147503
-0.321701,10,63.194986
-0.231402,13,63.260643
0.098678,18,63.349319
0.210943,23,63.458669
-0.01,1,63.463956
-0.144421,15,63.535675
0.065531,5,63.560363
-0.810412,20,63.656358
0.000553,2,63.666012
-0.346466,32,63.819926
-0.350453,39,64.014535
0.006285,4,64.034745
-0.387138,57,64.304214
0.044173,2,64.316734
-0.01,1,64.322015
-0.088191,11,64.373307
-0.01,1,64.378612
-0.198304,8,64.419484
-0.01,1,64.424931
-0.01,1,64.431517
-0.124484,14,64.495815
0.028963,18,64.581754
0.299406,25,64.709222
0.179145,8,64.750477
0.225993,10,64.798185
-0.126879,13,64.862295
-0.436556,25,64.979952
-0.360372,12,65.036799
0.059932,3,65.052409
-0.263583,10,65.09938
0.108917,18,65.185463
-0.469004,5,65.208579
-0.600436,8,65.249794
-0.292732,13,65.313837
-0.082982,16,65.390448
-0.023076,33,65.544432
0.022513,15,65.61418
-0.002433,3,65.632015
-0.450116,30,65.770114
0.136084,13,65.833395
-0.13442,17,65.912239
-0.102279,6,65.942392
-0.799613,58,66.213542
0.035434,2,66.223376
-0.187987,3,66.237908
-0.319618,14,66.305674
-0.088171,18,66.390241
-0.704835,50,66.624155
-0.169815,28,66.756943
-0.01,1,66.763966
0.249076,9,66.807343
-0.159949,35,66.98101
-0.302853,5,67.004528
0.002236,2,67.017266
-0.01,1,67.022577
-0.029389,19,67.114167
0.14073,2,67.123907
-0.01,1,67.130673
0.154414,5,67.155714
-0.606474,15,67.22686
-0.494292,35,67.39922
0.013781,4,67.422155
-0.302612,27,67.558025
-6.4e-05,2,67.568336
-0.037458,13,67.634415
-0.013594,27,67.763477
-0.01,1,67.770086
0.241861,12,67.827785
-0.503281,26,67.947048
-0.315319,8,67.986466
-0.293677,14,68.052288
0.261409,12,68.110335
-0.01,1,68.115613
-0.01,1,68.122339
0.196987,6,68.152025
0.013494,3,68.166255
-0.741372,18,68.250543
-0.332298,21,68.358526
0.134704,35,68.52836
0.041802,45,68.740349
-0.501444,59,69.01922
-0.675917,12,69.076968
0.184048,17,69.158146
-0.01,1,69.163631
-0.009097,49,69.398068
-0.01,1,69.40508
-0.094457,17,69.487404
0.142027,7,69.522388
0.031319,11,69.573814
0.202443,25,69.693663
0.041266,19,69.78448
0.071936,7,69.818271
-0.366344,8,69.857458
-0.154665,25,69.979651
0.024626,7,70.011985
0.291973,14,70.080158
0.205324,23,70.188411
0.210713,31,70.341371
0.175627,18,70.428155
-0.002284,36,70.597594
-0.322363,10,70.64608
0.222383,9,70.692339
0.035213,2,70.701815
-0.178615,36,70.870612
-0.796931,30,71.010933
0.371832,18,71.103393
0.163481,17,71.186881
0.30442,15,71.261032
0.00028,2,71.272176
-0.34335,7,71.307519
0.219507,9,71.353307
0.059806,7,71.387726
-0.769475,61,71.673619
0.050705,14,71.741633
0.207839,7,71.77668
-0.302704,12,71.83255
0.1238,44,72.045226
-0.509793,2,72.055819
-0.458698,29,72.196525
0.096584,10,72.244356
-0.376851,31,72.391454
0.012397,27,72.522093
-0.262397,40,72.715317
0.106889,5,72.739738
-0.848403,91,73.170259
0.005436,26,73.295083
0.171338,5,73.32253
0.306374,7,73.359563
0.229302,24,73.477554
-0.510196,16,73.554446
0.01313,6,73.58411
-0.106717,9,73.627859
-0.21892,9,73.671729
-0.01,1,73.678399
0.196961,56,73.941746
0.145498,6,73.970887
0.054321,6,73.999102
0.116631,16,74.07805
0.125081,8,74.11664
0.23267,12,74.175071
-0.1189,9,74.218377
0.046109,7,74.252785
0.045797,6,74.282785
-0.104277,27,74.409278
-0.099494,19,74.496473
-0.607758,26,74.619076
-0.063378,100,75.090169
0.044166,48,75.320421
-0.859633,45,75.536559
-0.560842,4,75.556692
0.019796,3,75.572353
-0.243191,63,75.867217
-0.350154,46,76.080851
-0.507276,5,76.105124
-0.045595,23,76.214453
0.309194,21,76.313318
0.284315,12,76.369782
-0.253745,31,76.515616
0.383249,18,76.601426
0.003178,24,76.715569
-0.148065,24,76.828717
0.148024,29,76.978332
-0.204484,96,77.444252
-0.416559,24,77.566291
0.198706,19,77.658489
-0.65303,22,77.762111
-0.302235,100,78.238649
-0.407614,20,78.338182
0.179907,41,78.539857
0.205703,13,78.604501
0.020364,3,78.618907
0.262296,24,78.73542
0.145249,4,78.756783
0.047688,17,78.843218
0.178725,6,78.872349
-0.229136,28,79.005945
-0.003363,5,79.030701
-0.019825,41,79.231981
0.041128,46,79.454845
-0.016149,39,79.64103
0.061205,4,79.661025
0.022157,29,79.799636
-0.15975,20,79.896631
0.323644,38,80.078352
-0.215485,37,80.253111
0.310229,79,80.628966
-0.216053,11,80.680978
0.151125,55,80.940986
-0.011195,35,81.10843
0.14604,4,81.129895
-0.383541,100,81.610384
0.023792,55,81.873271
0.022433,2,81.88385
0.003846,3,81.902629
-0.288775,26,82.029649
-0.01,1,82.03629
0.332823,23,82.143837
-0.743262,6,82.173765
-0.104065,23,82.283973
0.049134,5,82.308732
0.467575,5,82.334739
0.28064,24,82.452382
-0.824725,41,82.651478
-0.330443,31,82.799067
-0.150627,26,82.920659
-0.162168,27,83.051053
0.365369,15,83.122888
0.296895,11,83.178868
0.145376,34,83.341931
-0.335754,31,83.495078
-0.243044,100,83.972243
0.11629,11,84.024833
0.072926,2,84.034459
-0.173851,32,84.18934
0.176862,37,84.365486
-0.091408,13,84.425067
-0.130382,94,84.867743
0.096086,40,85.056234
-0.324798,4,85.074741
0.138702,4,85.09545
-0.713951,69,85.422702
-0.083157,68,85.745397
-0.120326,34,85.903935
-0.508348,46,86.122227
0.409478,20,86.219107
0.463982,16,86.297975
-0.483829,2,86.308181
-0.070941,33,86.465497
-0.058083,83,86.859504
0.184227,61,87.15767
0.170216,9,87.201442
-0.502389,48,87.438318
0.041521,19,87.535288
-0.002637,73,87.890106
0.320182,15,87.962051
-0.357202,53,88.212407
0.031122,90,88.657707
0.090584,62,88.958227
0.130904,14,89.024747
0.090808,2,89.035845
0.302628,29,89.172809
0.159267,10,89.223919
0.237958,9,89.267487
0.260786,78,89.641175
-0.755736,50,89.877202
0.038496,100,90.364101
0.035145,2,90.373913
-0.713626,67,90.687423
0.286114,16,90.765142
-0.004734,14,90.832912
0.118286,4,90.852384
0.477759,20,90.94933
0.215442,4,90.969006
0.114824,73,91.316345
0.057081,32,91.475121
0.196496,22,91.58548
0.031202,74,91.945046
0.078719,85,92.360251
0.212,22,92.46594
0.150294,15,92.542339
0.223786,33,92.704399
-0.081084,100,93.211439
-0.080978,63,93.514757
-0.133846,26,93.644725
0.172391,63,93.944783
0.379026,11,94.000184
0.200261,21,94.100029
0.068221,49,94.337084
0.433125,28,94.473014
0.244507,18,94.562769
-0.353623,100,95.038461
0.148691,35,95.206094
-0.25936,100,95.689467
0.473824,19,95.781359
0.304706,25,95.89957
0.119203,5,95.923732
0.027488,6,95.955345
0.01931,100,96.43224
0.07915,6,96.4625
0.171672,27,96.593384
-1.489131,100,97.071493
0.095289,4,97.093345
0.357781,13,97.156139
0.281385,39,97.344548
0.080042,47,97.593635
0.09093,22,97.703851
-0.386746,100,98.178797
0.262633,32,98.351696
-0.064152,100,98.833654
0.224251,29,98.978375
0.318315,31,99.128782
0.124792,59,99.407731
-0.014284,69,99.750304
-0.261334,100,100.226357
0.145297,67,100.541339
0.111809,70,100.873788
0.024866,58,101.147828
0.205008,49,101.381099
0.237478,70,101.71699
-0.215223,100,102.201127
-0.314724,100,102.676483
0.020447,48,102.902727
-0.246089,60,103.18457
-0.166737,100,103.663446
0.294665,26,103.785767
-0.360253,80,104.161469
0.244059,41,104.353919
-0.143327,100,104.821886
-0.646436,100,105.299025
-0.579903,100,105.785148
-0.218523,100,106.253557
0.365264,55,106.517431
-0.18338,100,107.003063
-0.448843,100,107.497639
0.148962,19,107.597192
-0.009083,39,107.784136
0.018276,100,108.313025
0.261598,17,108.403005
0.216133,65,108.716078
-0.200139,100,109.191772
-0.149434,100,109.676104
-0.421008,100,110.15888
-0.229155,72,110.503512
0.441114,42,110.704612
-0.07167,100,111.18938
0.176835,50,111.437219
0.320503,15,111.511086
0.254702,87,111.936946
-0.052706,100,112.422306
0.297779,59,112.712101
-0.656602,100,113.187055
-0.101229,100,113.685077
0.123428,48,113.915785
0.109133,51,114.162395
0.00777,29,114.300987
0.143181,70,114.641356
0.34723,32,114.795149
-0.040153,53,115.045905
0.046191,20,115.14259
0.058754,90,115.581182
-0.202549,100,116.069046
0.424747,15,116.142076
0.015523,100,116.61909
0.296325,41,116.820139
-0.010642,100,117.314378
-0.013429,100,117.823642
-0.316128,100,118.298501
0.458287,15,118.376068
-0.027006,100,118.863925
0.032984,16,118.945491
0.12822,100,119.431428
0.337525,8,119.469854
-0.13562,100,119.951155
-0.186472,100,120.43241
-0.082211,100,120.911681
-0.069522,100,121.388608
-0.14992,100,121.86889
-0.287242,100,122.349084
0.372193,69,122.68929
0.260696,6,122.717845
-0.199154,20,122.812619
-0.327732,100,123.292187
0.269562,88,123.714059
-0.082774,12,123.774077
0.171466,18,123.862516
-0.213346,86,124.267028
0.376732,40,124.45893
-0.019905,100,124.939091
-0.028793,100,125.416278
0.123642,6,125.448765
-0.237302,100,125.920663
-0.080756,48,126.148648
-0.005267,69,126.472632
0.248442,52,126.730954
0.009883,45,126.950356
0.146756,22,127.058928
-0.128188,100,127.551946
-0.233047,100,128.035534
0.278003,27,128.165074
0.31609,20,128.262214
-0.11793,100,128.743921
0.059853,98,129.2094
0.194523,26,129.33171
0.132861,100,129.810494
0.551671,29,129.956486
0.305235,7,129.991932
0.268534,69,130.318134
0.194813,66,130.628325
-0.215605,85,131.029934
0.075468,91,131.466991
0.241164,91,131.910438
0.051414,44,132.134796
