episode,initial_length,final_length,best_length,relative_improvement,total_reward,num_steps,terminated,truncated,count_stop,count_two_opt,count_swap,count_relocate,count_perturb_two_opt
52,7.386293147418393,6.139955255335704,6.139955255335704,0.16873658643216735,0.001017334180007913,100,False,True,0,14,19,67,0
53,7.053142683935745,6.269683085840531,6.269683085840531,0.11107950500981972,-0.0653090874389152,100,False,True,0,10,35,55,0
54,7.154803102636488,6.171025529999382,6.171025529999382,0.1374989022793082,-0.047321818553865816,100,False,True,0,31,10,59,0
55,6.7864784093210035,6.254087979561478,6.254087979561478,0.07844870309000093,-0.10800007904070844,100,False,True,0,3,30,67,0
56,7.841293233056409,6.377597132573356,6.377597132573356,0.18666514017261518,0.3193569981088582,47,True,False,1,2,0,44,0
57,6.750628829481209,5.874436146404686,5.874436146404686,0.12979423179808555,-0.05143037612817948,100,False,True,0,5,0,95,0
58,8.079718773688327,6.51012829192299,6.51012829192299,0.19426300911322833,0.3376490063117979,44,True,False,1,1,0,42,0
59,6.8556821408915765,5.94306134112459,5.94306134112459,0.13311889043448283,-0.04336460029905017,100,False,True,0,28,27,45,0
60,7.5194485059924245,6.017962787436352,6.017962787436352,0.1996802980111511,0.03193402477954947,100,False,True,0,5,27,68,0
61,8.071482570260848,6.041445416477207,6.041445416477207,0.25150734528787266,0.50023396216401,27,True,False,1,8,0,18,0
62,7.441211175171214,6.267778370115898,6.267778370115898,0.1576937917002896,-0.013034488011622646,100,False,True,0,10,63,27,0
63,7.481161508169984,6.206338565572526,6.206338565572526,0.1704044139677049,-0.0017783134906206154,100,False,True,0,48,2,50,0
64,7.39742004356694,6.59045582986575,6.59045582986575,0.10908725054797377,-0.0716784111088213,100,False,True,0,4,0,96,0
65,7.413154173065045,5.857482339567963,5.857482339567963,0.20985289084496048,0.3482938904962476,55,True,False,1,1,0,53,0
66,7.479257813572761,5.964191274533479,5.964191274533479,0.20256910201569195,0.045404900633579715,100,False,True,0,13,19,68,0
67,5.808714999206002,5.532311260368506,5.532311260368506,0.04758431750830902,-0.1373777979718585,100,False,True,0,3,24,73,0
68,6.281358650833927,5.747303644053534,5.747303644053534,0.08502221198744817,-0.09359147115703155,100,False,True,0,1,45,54,0
69,6.5417113399941,5.955591870615224,5.955591870615224,0.08959726880571958,-0.09092487323584904,100,False,True,0,4,40,56,0
70,7.785131285596089,5.986645611906969,5.986645611906969,0.23101545853396796,0.4336008766680719,38,True,False,1,2,0,35,0
71,7.222771677890359,5.911398967919875,5.911398967919875,0.18156087004449128,0.011416042874600468,100,False,True,0,17,3,80,0
72,6.411791434672292,6.175534154222204,6.175534154222204,0.03684731215249882,-0.15563330459022304,100,False,True,0,5,45,50,0
73,6.86069885365501,5.59345323273735,5.59345323273735,0.18471086516828242,0.30529499658961823,52,True,False,1,9,0,42,0
74,7.496038752848898,5.867557159833458,5.867557159833458,0.2172456208816329,0.42002513384131995,35,True,False,1,4,1,29,0
75,6.7472680547268205,6.086683879256379,6.086683879256379,0.09790394721426066,-0.08683357183439028,100,False,True,0,2,48,50,0
76,7.661418654281432,5.922005259424421,5.922005259424421,0.2270354190715024,0.43929524272155374,36,True,False,1,4,2,29,0
77,6.156376860268978,5.779209572054571,5.779209572054571,0.0612644899386371,-0.13226386744413182,100,False,True,0,1,0,99,0
78,7.284885375953831,6.205786842420053,6.205786842420053,0.1481284162817028,-0.03680499690181383,100,False,True,0,14,19,67,0
79,6.70045356114104,6.004497110507415,6.004497110507415,0.10386706575653186,-0.07295319265578265,100,False,True,0,3,49,48,0
80,7.52038259511984,6.22275919624795,6.22275919624795,0.17254752433924697,0.22016573905061265,83,True,False,1,19,12,51,0
81,6.217070210634817,5.142264888589467,5.142264888589467,0.1728797143398519,0.005753364496351757,100,False,True,0,11,30,59,0
82,8.159857289141947,6.573941580703768,6.573941580703768,0.19435581435333485,0.34849656380352145,43,True,False,1,4,0,38,0
83,7.287403809259596,6.334842472712064,6.334842472712064,0.13071340102454296,-0.051724493519848425,100,False,True,0,4,46,50,0
84,7.234069975434577,6.620006982133829,6.620006982133829,0.08488485671081153,-0.0967735351261822,100,False,True,0,1,49,50,0
85,7.712437260064756,6.6313544961003785,6.6313544961003785,0.14017394599269653,-0.029154352004539155,100,False,True,0,32,41,27,0
86,6.617888586305784,5.966983148358426,5.966983148358426,0.09835545422965553,-0.08534476242766219,100,False,True,0,4,41,55,0
87,7.066429412051038,5.886148529341591,5.886148529341591,0.1670264873369575,-0.01561729406501719,100,False,True,0,1,2,97,0
88,7.4956257835412305,6.303291892696371,6.303291892696371,0.15907062669309965,-0.004890616880522553,100,False,True,0,46,13,41,0
89,6.856614750474644,6.0269692397538055,6.0269692397538055,0.1209992891409579,-0.06148559614329521,100,False,True,0,8,40,52,0
90,7.692210111333534,6.2410677805718855,6.2410677805718855,0.18865089613498295,0.31558148973522326,52,True,False,1,7,0,44,0
91,7.034404300869925,5.97864079951189,5.97864079951189,0.1500857011058451,-0.009133865044925684,100,False,True,0,5,38,57,0
92,7.580187430081566,5.7896481191598115,5.7896481191598115,0.23621306563160904,0.4604562635924405,38,True,False,1,8,0,29,0
93,6.76917663637034,6.208648837706439,6.208648837706439,0.08280590517496954,-0.10323911318630627,100,False,True,0,6,0,94,0
94,7.198750928902753,5.730024504813683,5.730024504813683,0.20402517583879468,0.3674907304757491,43,True,False,1,6,0,36,0
95,7.635579609813111,6.252719057063697,6.252719057063697,0.18110747623823953,0.019113484790983487,100,False,True,0,38,1,61,0
96,7.13699256618837,5.733992231509228,5.733992231509228,0.19658144823155357,0.3365936544432623,52,True,False,1,5,0,46,0
97,7.298946834101107,6.839384079858703,6.839384079858703,0.06296288556251711,-0.1225218407823518,100,False,True,0,3,51,46,0
98,6.990893885360006,5.6925150600738,5.6925150600738,0.18572429314156927,0.29924951154729906,57,True,False,1,10,0,46,0
99,6.833326266427087,5.931685712056648,5.931685712056648,0.1319475346582384,-0.04152881687181843,100,False,True,0,5,58,37,0
100,7.677726649757937,6.4055597642207225,6.4055597642207225,0.1656957773532252,-0.007859703003694249,100,False,True,0,33,0,67,0
