method,mean_final_length,mean_gap_to_optimum_percent,std_gap_to_optimum_percent,mean_relative_improvement,mean_num_steps,mean_runtime_sec
dqn_efficiency,19981.11111111111,11.317066134524914,4.745903542833895,0.12356544314380935,36.44444444444444,0.3655009192104141
dqn_quality,20516.11111111111,9.101999475307037,3.4154105225072944,0.1415053032767784,93.66666666666667,0.9468607301306393
fixed_schedule,22311.88888888889,15.996648698523911,7.259763679452592,0.088265768609262,23.333333333333332,0.0447926982305944
full_two_opt,19555.222222222223,4.546380657030159,3.064187850416315,0.1769470867529812,17.88888888888889,0.6857050616138926
multistart_two_opt_10,19293.88888888889,3.4398425368613714,2.0918230661499906,0.18564079252147792,773.4444444444445,31.55069078753392
nearest_neighbor,25631.555555555555,27.361043353494345,7.032539982721972,0.0,0.0,0.0003757410579257541
nearest_neighbor_two_opt,23822.11111111111,19.82036957498023,8.046364287451569,0.058743090955091865,7.0,0.01323354777155651
random_operator,23584.88888888889,21.792493168816677,5.3454150107754215,0.04265057099414161,38.0,0.05964631263891028
